ID	Name	InChIKey	SMILES
DB01338	Pipecuronium	OWWLUIWOFHMHOQ-XGHATYIMSA-N	[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1
DB01339	Vecuronium	BGSZAXLLHYERSY-XQIGCQGXSA-N	[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1
DB01340	Cilazapril	HHHKFGXWKKUNCY-FHWLQOOXSA-N	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O
DB01345	Potassium cation	NPYPAHLBTDXSSS-UHFFFAOYSA-N	[K+]
DB01346	Quinidine barbiturate	YHRUERMOPBDCFD-UHFFFAOYSA-N	CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C
DB01348	Spirapril	HRWCVUIFMSZDJS-SZMVWBNQSA-N	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2
DB01351	Amobarbital	VIROVYVQCGLCII-UHFFFAOYSA-N	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
DB01353	Butobarbital	STDBAQMTJLUMFW-UHFFFAOYSA-N	CCCCC1(CC)C(=O)NC(=O)NC1=O
DB01357	Mestranol	IMSSROKUHAOUJS-MJCUULBUSA-N	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
DB01359	Penbutolol	KQXKVJAGOJTNJS-HNNXBMFYSA-N	CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB01364	Ephedrine	KWGRBVOPPLSCSI-WPRPVWTQSA-N	CN[C@@H](C)[C@H](O)C1=CC=CC=C1
DB01365	Mephentermine	RXQCGGRTAILOIN-UHFFFAOYSA-N	CNC(C)(C)CC1=CC=CC=C1
DB01366	Procaterol	FKNXQNWAXFXVNW-WBMJQRKESA-N	CC[C@@H](NC(C)C)[C@@H](O)C1=CC=C(O)C2=C1C=CC(=O)N2
DB01367	Rasagiline	RUOKEQAAGRXIBM-GFCCVEGCSA-N	C#CCN[C@@H]1CCC2=CC=CC=C12
DB01369	Quinupristin	WTHRRGMBUAHGNI-LCYNINFDSA-N	[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)[C@]([H])(CS[C@@H]3CN4CCC3CC4)CN1C(=O)[C@H](CC1=CC=C(C=C1)N(C)C)N(C)C2=O)C1=CC=CC=C1
DB01370	Aluminium	XAGFODPZIPBFFR-UHFFFAOYSA-N	[Al]
DB01378	Magnesium cation	JLVVSXFLKOJNIY-UHFFFAOYSA-N	[Mg++]
DB01380	Cortisone acetate	ITRJWOMZKQRYTA-RFZYENFJSA-N	[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB01382	Glymidine	QFWPJPIVLCBXFJ-UHFFFAOYSA-N	COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1
DB01390	Sodium bicarbonate	UIIMBOGNXHQVGW-UHFFFAOYSA-M	[Na+].OC([O-])=O
DB01392	Yohimbine	BLGXFZZNTVWLAY-SCYLSFHTSA-N	[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
DB01393	Bezafibrate	IIBYAHWJQTYFKB-UHFFFAOYSA-N	CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O
DB01394	Colchicine	IAKHMKGGTNLKSZ-INIZCTEOSA-N	COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
DB01395	Drospirenone	METQSPRSQINEEU-HXCATZOESA-N	[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21
DB01396	Digitoxin	WDJUZGPOPHTGOT-XUDUSOBPSA-N	[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1
DB01399	Salsalate	WVYADZUPLLSGPU-UHFFFAOYSA-N	OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O
DB01400	Neostigmine	ALWKGYPQUAPLQC-UHFFFAOYSA-N	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C
DB01401	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K	[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O
DB01403	Methotrimeprazine	VRQVVMDWGGWHTJ-CQSZACIVSA-N	COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1
DB01406	Danazol	POZRVZJJTULAOH-LHZXLZLDSA-N	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3
DB01407	Clenbuterol	STJMRWALKKWQGH-UHFFFAOYSA-N	CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1
DB01409	Tiotropium	LERNTVKEWCAPOY-DZZGSBJMSA-N	[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1
DB01410	Ciclesonide	LUKZNWIVRBCLON-GXOBDPJESA-N	[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C
DB01413	Cefepime	HVFLCNVBZFFHBT-ZKDACBOMSA-N	CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1
DB01415	Ceftibuten	UNJFKXSSGBWRBZ-BJCIPQKHSA-N	[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O
DB01418	Acenocoumarol	VABCILAOYCMVPS-UHFFFAOYSA-N	CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O
DB01419	Antrafenine	NWGGKKGAFZIVBJ-UHFFFAOYSA-N	FC(F)(F)C1=CC(=CC=C1)N1CCN(CCOC(=O)C2=CC=CC=C2NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)CC1
DB01420	Testosterone propionate	PDMMFKSKQVNJMI-BLQWBTBKSA-N	[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB01424	Aminophenazone	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1
DB01426	Ajmaline	CJDRUOGAGYHKKD-HEFSZTOGSA-N	[H][C@]12C[C@]34[C@H](O)C1[C@@]1([H])C[C@]([H])(N2[C@H](O)[C@H]1CC)[C@]3([H])N(C)C1=CC=CC=C41
DB01427	Amrinone	RNLQIBCLLYYYFJ-UHFFFAOYSA-N	NC1=CC(=CNC1=O)C1=CC=NC=C1
DB01428	Oxybenzone	DXGLGDHPHMLXJC-UHFFFAOYSA-N	COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1
DB01430	Almitrine	OBDOVFRMEYHSQB-UHFFFAOYSA-N	FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1
DB01435	Antipyrine	VEQOALNAAJBPNY-UHFFFAOYSA-N	CN1N(C(=O)C=C1C)C1=CC=CC=C1
DB01436	Alfacalcidol	OFHCOWSQAMBJIW-AVJTYSNKSA-N	CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
DB01437	Glutethimide	JMBQKKAJIKAWKF-UHFFFAOYSA-N	CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
DB01438	Phenazopyridine	QPFYXYFORQJZEC-FOCLMDBBSA-N	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1
DB01440	gamma-Hydroxybutyric acid	SJZRECIVHVDYJC-UHFFFAOYSA-N	OCCCC(O)=O
DB01452	Diamorphine	GVGLGOZIDCSQPN-PVHGPHFFSA-N	[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5
DB01544	Flunitrazepam	PPTYJKAXVCCBDU-UHFFFAOYSA-N	CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F
DB01551	Dihydrocodeine	RBOXVHNMENFORY-DNJOTXNNSA-N	[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC
DB01558	Bromazepam	VMIYHDSEFNYJSL-UHFFFAOYSA-N	BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1
DB01559	Clotiazepam	CHBRHODLKOZEPZ-UHFFFAOYSA-N	CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl
DB01576	Dextroamphetamine	KWTSXDURSIMDCE-QMMMGPOBSA-N	C[C@H](N)CC1=CC=CC=C1
DB01577	Metamfetamine	MYWUZJCMWCOHBA-VIFPVBQESA-N	CN[C@@H](C)CC1=CC=CC=C1
DB01579	Phendimetrazine	MFOCDFTXLCYLKU-CMPLNLGQSA-N	C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1
DB01580	Oxprenolol	CEMAWMOMDPGJMB-UHFFFAOYSA-N	CC(C)NCC(O)COC1=CC=CC=C1OCC=C
DB01581	Sulfamerazine	QPPBRPIAZZHUNT-UHFFFAOYSA-N	CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1
DB01582	Sulfamethazine	ASWVTGNCAZCNNR-UHFFFAOYSA-N	CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
DB01583	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L	[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O
DB01586	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
DB01587	Ketazolam	PWAJCNITSBZRBL-UHFFFAOYSA-N	CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1
DB01588	Prazepam	MWQCHHACWWAQLJ-UHFFFAOYSA-N	ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1
DB01589	Quazepam	IKMPWMZBZSAONZ-UHFFFAOYSA-N	FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2
DB01590	Everolimus	HKVAMNSJSFKALM-GKUWKFKPSA-N	[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC
DB01591	Solifenacin	FBOUYBDGKBSUES-VXKWHMMOSA-N	O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1
DB01592	Iron	XEEYBQQBJWHFJM-UHFFFAOYSA-N	[Fe]
DB01593	Zinc	HCHKCACWOHOZIP-UHFFFAOYSA-N	[Zn]
DB01595	Nitrazepam	KJONHKAYOJNZEC-UHFFFAOYSA-N	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1
DB01597	Cilastatin	DHSUYTOATWAVLW-WFVMDLQDSA-N	CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O
DB01598	Imipenem	ZSKVGTPCRGIANV-ZXFLCMHBSA-N	[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
DB01599	Probucol	FYPMFJGVHOHGLL-UHFFFAOYSA-N	CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
DB01600	Tiaprofenic acid	GUHPRPJDBZHYCJ-UHFFFAOYSA-N	CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1
DB01601	Lopinavir	KJHKTHWMRKYKJE-SUGCFTRWSA-N	CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
DB01606	Tazobactam	LPQZKKCYTLCDGQ-WEDXCCLWSA-N	[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O
DB01608	Periciazine	LUALIOATIOESLM-UHFFFAOYSA-N	OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1
DB01609	Deferasirox	BOFQWVMAQOTZIW-UHFFFAOYSA-N	OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
DB01610	Valganciclovir	WPVFJKSGQUFQAP-GKAPJAKFSA-N	CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O
DB01611	Hydroxychloroquine	XXSMGPRMXLTPCZ-UHFFFAOYSA-N	CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
DB01612	Amyl Nitrite	CSDTZUBPSYWZDX-UHFFFAOYSA-N	CCCCCON=O
DB01613	Erythrityl tetranitrate	SNFOERUNNSHUGP-ZXZARUISSA-N	[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O
DB01616	Alverine	ZPFXAOWNKLFJDN-UHFFFAOYSA-N	CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1
DB01618	Molindone	KLPWJLBORRMFGK-UHFFFAOYSA-N	CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
DB01619	Phenindamine	ISFHAYSTHMVOJR-UHFFFAOYSA-N	CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1
DB01620	Pheniramine	IJHNSHDBIRRJRN-UHFFFAOYSA-N	CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1
DB01621	Pipotiazine	JOMHSQGEWSNUKU-UHFFFAOYSA-N	CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1
DB01623	Thiothixene	GFBKORZTTCHDGY-UWVJOHFNSA-N	CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
DB01624	Zuclopenthixol	WFPIAZLQTJBIFN-DVZOWYKESA-N	OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1
DB01625	Isopropamide	JTPUMZTWMWIVPA-UHFFFAOYSA-O	CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C
DB01626	Pargyline	DPWPWRLQFGFJFI-UHFFFAOYSA-N	CN(CC#C)CC1=CC=CC=C1
DB01627	Lincomycin	OJMMVQQUTAEWLP-KIDUDLJLSA-N	[H][C@]1(C[C@@H](CCC)CN1C)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
DB01628	Etoricoxib	MNJVRJDLRVPLFE-UHFFFAOYSA-N	CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O
DB01632	5-O-phosphono-alpha-D-ribofuranosyl diphosphate	PQGCEDQWHSBAJP-TXICZTDVSA-N	O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
DB01656	Roflumilast	MNDBXUUTURYVHR-UHFFFAOYSA-N	FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
DB01698	Rutin	IKGXIBQEEMLURG-NVPNHPEKSA-N	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
DB01708	Prasterone	FMGSKLZLMKYGDP-USOAJAOKSA-N	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C
DB01744	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N	[H][C@@]12CC[C@@](C)(C(=O)C1)C2(C)C
DB01764	Dalfopristin	SUYRLXYYZQTJHF-VMBLUXKRSA-N	CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C\C(\C)=C\[C@@H](O)CC(=O)CC1=NC(=CO1)C2=O
DB01914	D-glucose	GZCGUPFRVQAUEE-SLPGGIOYSA-N	[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O
DB01956	Taurine	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(O)(=O)=O
DB02266	Flufenamic acid	LPEPZBJOKDYZAD-UHFFFAOYSA-N	OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F
DB02300	Calcipotriol	LWQQLNNNIPYSNX-UROSTWAQSA-N	O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1
DB02530	gamma-Aminobutyric acid	BTCSSZJGUNDROE-UHFFFAOYSA-N	NCCCC(O)=O
DB02546	Vorinostat	WAEXFXRVDQXREF-UHFFFAOYSA-N	ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
DB02638	Terlipressin	BENFXAYNYRLAIU-QSVFAHTRSA-N	NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
DB02659	Cholic Acid	BHQCQFFYRZLCQQ-OELDTZBJSA-N	[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
DB02701	Nicotinamide	DFPAKSUCGFBDDF-UHFFFAOYSA-N	NC(=O)C1=CC=CN=C1
DB02703	Fusidic acid	IECPWNUMDGFDKC-MZJAQBGESA-N	[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
DB02772	Sucrose	CZMRCDWAGMRECN-UGDNZRGBSA-N	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
DB02789	Pregnenolone	ORNBQBCIOKFOEO-QGVNFLHTSA-N	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C
DB02893	D-Methionine	FFEARJCKVFRZRR-SCSAIBSYSA-N	CSCC[C@@H](N)C(O)=O
DB02925	Piretanide	UJEWTUDSLQGTOA-UHFFFAOYSA-N	NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O
DB03017	Lauric acid	POULHZVOKOAJMA-UHFFFAOYSA-N	CCCCCCCCCCCC(O)=O
DB03085	Glycolic acid	AEMRFAOFKBGASW-UHFFFAOYSA-N	OCC(O)=O
DB03088	Pidolic acid	ODHCTXKNWHHXJC-VKHMYHEASA-N	OC(=O)[C@@H]1CCC(=O)N1
DB03128	Acetylcholine	OIPILFWXSMYKGL-UHFFFAOYSA-N	CC(=O)OCC[N+](C)(C)C
DB03147	Flavin adenine dinucleotide	VWWQXMAJTJZDQX-UYBVJOGSSA-N	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
DB03166	Acetic acid	QTBSBXVTEAMEQO-UHFFFAOYSA-N	CC(O)=O
DB03175	Propyl alcohol	BDERNNFJNOPAEC-UHFFFAOYSA-N	CCCO
DB03193	Stearic acid	QIQXTHQIDYTFRH-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC(O)=O
DB03247	Flavin mononucleotide	FVTCRASFADXXNN-SCRDCRAPSA-N	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
DB03255	Phenol	ISWSIDIOOBJBQZ-UHFFFAOYSA-N	OC1=CC=CC=C1
DB03310	Glutathione disulfide	YPZRWBKMTBYPTK-BJDJZHNGSA-N	N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
DB03312	Brivudine	ODZBBRURCPAEIQ-PIXDULNESA-N	OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O
DB03585	Oxyphenbutazone	HFHZKZSRXITVMK-UHFFFAOYSA-N	CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1
DB03614	Mecobalamin	JEWJRMKHSMTXPP-WZHZPDAFSA-L	C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O
DB03615	Ribostamycin	NSKGQURZWSPSBC-VVPCINPTSA-N	[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
DB03619	Deoxycholic acid	KXGVEGMKQFWNSR-LLQZFEROSA-N	[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
DB03754	Tromethamine	LENZDBCJOHFCAS-UHFFFAOYSA-N	NC(CO)(CO)CO
DB03756	Doconexent	MBMBGCFOFBJSGT-KUBAVDMBSA-N	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O
DB03766	Propanoic acid	XBDQKXXYIPTUBI-UHFFFAOYSA-N	CCC(O)=O
DB03793	Benzoic acid	WPYMKLBDIGXBTP-UHFFFAOYSA-N	OC(=O)C1=CC=CC=C1
DB03796	Palmitic Acid	IPCSVZSSVZVIGE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(O)=O
DB03904	Urea	XSQUKJJJFZCRTK-UHFFFAOYSA-N	NC(N)=O
DB03929	D-Serine	MTCFGRXMJLQNBG-UWTATZPHSA-N	N[C@H](CO)C(O)=O
DB04115	Berberine	YBHILYKTIRIUTE-UHFFFAOYSA-N	COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC
DB04209	Dequalinium	PCSWXVJAIHCTMO-UHFFFAOYSA-P	CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2
DB04224	Oleic Acid	ZQPPMHVWECSIRJ-MDZDMXLPSA-N	CCCCCCCC\C=C\CCCCCCCC(O)=O
DB04272	Citric acid	KRKNYBCHXYNGOX-UHFFFAOYSA-N	OC(=O)CC(O)(CC(O)=O)C(O)=O
DB04339	Carbocisteine	GBFLZEXEOZUWRN-VKHMYHEASA-N	N[C@@H](CSCC(O)=O)C(O)=O
DB04348	Taurocholic acid	WBWWGRHZICKQGZ-HZAMXZRMSA-N	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O
DB04398	Lactic acid	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	CC(O)C(O)=O
DB04465	Lactose	GUBGYTABKSRVRQ-QKKXKWKRSA-N	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
DB04540	Cholesterol	HVYWMOMLDIMFJA-DPAQBDIFSA-N	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
DB04564	Gluconolactone	PHOQVHQSTUBQQK-SQOUGZDYSA-N	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
