type	ID	Name	State	group	Gene_target	DB_id	name	Type	ATC_code
small molecule	DB01593	Zinc	solid	approved	SIVA1	BE0005834	Apoptosis regulatory protein Siva	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	GLRA1	BE0000433	Glycine receptor subunit alpha-1	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	MDM2	BE0001003	E3 ubiquitin-protein ligase Mdm2	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	INS	BE0003491	Insulin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	UTRN	BE0005835	Utrophin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	ASPA	BE0000187	Aspartoacylase	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	S100A8	BE0008955	Protein S100-A8	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	S100A9	BE0008993	Protein S100-A9	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	MMP9	BE0000058	Matrix metalloproteinase-9	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	TP73	BE0008994	Tumor protein p73	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	S100A2	BE0003602	Protein S100-A2	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	TP53	BE0003380	Cellular tumor antigen p53	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	MT3	BE0005770	Metallothionein-3	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	PDCD6	BE0005812	Programmed cell death protein 6	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	DAND5	BE0005538	DAN domain family member 5	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	MT1A	BE0004778	Metallothionein-1A	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	A1BG	BE0009047	Alpha-1B-glycoprotein	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	A2M	BE0000910	Alpha-2-macroglobulin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	AGT	BE0001060	Angiotensinogen	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	AHSG	BE0009048	Alpha-2-HS-glycoprotein	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APCS	BE0001213	Serum amyloid P-component	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APOA1	BE0003449	Apolipoprotein A-I	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APOA2	BE0000922	Apolipoprotein A-II	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APOA4	BE0009049	Apolipoprotein A-IV	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APOBR	BE0005852	Apolipoprotein B receptor	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APOE	BE0001119	Apolipoprotein E	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APOL1	BE0009069	Apolipoprotein L1	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C1QB	BE0002095	Complement C1q subcomponent subunit B	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C1QC	BE0002096	Complement C1q subcomponent subunit C	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C1R	BE0002093	Complement C1r subcomponent	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C1S	BE0001529	Complement C1s subcomponent	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C3	BE0003455	Complement C3	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C4B	BE0004686	Complement C4-B	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C4BPA	BE0009050	C4b-binding protein alpha chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C4BPB	BE0009070	C4b-binding protein beta chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C5	BE0000855	Complement C5	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	BRCC3	BE0009071	Lys-63-specific deubiquitinase BRCC36	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C8A	BE0009072	Complement component C8 alpha chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C8B	BE0009051	Complement component C8 beta chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	C8G	BE0003266	Complement component C8 gamma chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	CFB	BE0001701	Complement factor B	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	CFH	BE0009053	Complement factor H	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	CFI	BE0009054	Complement factor I	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	CLU	BE0009055	Clusterin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	CP	BE0001140	Ceruloplasmin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	CPN1	BE0003503	Carboxypeptidase N catalytic chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	CPN2	BE0003504	Carboxypeptidase N subunit 2	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	DCD	BE0009073	Dermcidin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	DSP	BE0009074	Desmoplakin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	F12	BE0004672	Coagulation factor XII	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	F13B	BE0009075	Coagulation factor XIII B chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	F2	BE0000048	Prothrombin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	FCN3	BE0009076	Ficolin-3	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	FGA	BE0000538	Fibrinogen alpha chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	FN1	BE0001180	Fibronectin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	GSN	BE0004161	Gelsolin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	HBA1	BE0000130	Hemoglobin subunit alpha	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	HBB	BE0000629	Hemoglobin subunit beta	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	HPR	BE0009057	Haptoglobin-related protein	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	HRNR	BE0009077	Hornerin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	IGFALS	BE0009058	Insulin-like growth factor-binding protein complex acid labile subunit	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	IGHA1	BE0005097	Ig alpha-1 chain C region	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	IGHM	BE0005098	Ig mu chain C region	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	IGKV1-17	BE0009078	Immunoglobulin kappa variable 1-17	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	IGLV3-21	BE0009079	Immunoglobulin lambda variable 3-21	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	ITIH1	BE0009080	Inter-alpha-trypsin inhibitor heavy chain H1	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	ITIH2	BE0009060	Inter-alpha-trypsin inhibitor heavy chain H2	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	ITIH3	BE0009081	Inter-alpha-trypsin inhibitor heavy chain H3	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	ITIH4	BE0009082	Inter-alpha-trypsin inhibitor heavy chain H4	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	JCHAIN	BE0009083	Immunoglobulin J chain	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	JUP	BE0009084	Junction plakoglobin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KLKB1	BE0002440	Plasma kallikrein	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KNG1	BE0001017	Kininogen-1	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KRT1	BE0009061	Keratin, type II cytoskeletal 1	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KRT10	BE0009062	Keratin, type I cytoskeletal 10	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KRT14	BE0009085	Keratin, type I cytoskeletal 14	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KRT16	BE0009086	Keratin, type I cytoskeletal 16	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KRT2	BE0009063	Keratin, type II cytoskeletal 2 epidermal	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KRT5	BE0009087	Keratin, type II cytoskeletal 5	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KRT6A	BE0009088	Keratin, type II cytoskeletal 6A	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	KRT9	BE0009064	Keratin, type I cytoskeletal 9	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	ORM2	BE0003663	Alpha-1-acid glycoprotein 2	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	PGLYRP2	BE0004613	N-acetylmuramoyl-L-alanine amidase	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	PON1	BE0000930	Serum paraoxonase/arylesterase 1	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	PZP	BE0009089	Pregnancy zone protein	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	S100A7	BE0003756	Protein S100-A7	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	SEPP1	BE0005533	Selenoprotein P	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	SERPINA1	BE0000952	Alpha-1-antitrypsin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	SERPINA3	BE0009090	Alpha-1-antichymotrypsin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	SERPINA4	BE0009067	Kallistatin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	SERPINA6	BE0000209	Corticosteroid-binding globulin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	SERPIND1	BE0000775	Heparin cofactor 2	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	SHBG	BE0000685	Sex hormone-binding globulin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	TF	BE0000510	Serotransferrin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	TTR	BE0000337	Transthyretin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	VTN	BE0001068	Vitronectin	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APLP1	BE0009092	Amyloid-like protein 1	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APLP2	BE0009093	Amyloid-like protein 2	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	APP	BE0003392	Amyloid beta A4 protein	polypeptide	C05AX04
small molecule	DB01593	Zinc	solid	approved	PARP1	BE0001717	Poly [ADP-ribose] polymerase 1	polypeptide	C05AX04
small molecule	DB01595	Nitrazepam	solid	approved	GABRA1	BE0004797	Gamma-aminobutyric acid receptor subunit alpha-1	polypeptide	N05CD02
small molecule	DB01595	Nitrazepam	solid	approved	GABRA1	BE0008668	Gamma-aminobutyric acid receptor subunit alpha-1	polypeptide	N05CD02
small molecule	DB01595	Nitrazepam	solid	approved	SCN1A	BE0000141	Sodium channel protein type 1 subunit alpha	polypeptide	N05CD02
small molecule	DB01597	Cilastatin	solid	approved	DPEP1	BE0001148	Dipeptidase 1	polypeptide	J01DH51
small molecule	DB01599	Probucol	solid	approved	ABCA1	BE0000119	ATP-binding cassette sub-family A member 1	polypeptide	C10AX02
small molecule	DB01599	Probucol	solid	approved	CES1	BE0002705	Liver carboxylesterase 1	polypeptide	C10AX02
small molecule	DB01600	Tiaprofenic acid	solid	approved	PTGS2	BE0000262	Prostaglandin G/H synthase 2	polypeptide	M01AE11
small molecule	DB01600	Tiaprofenic acid	solid	approved	PTGS1	BE0000017	Prostaglandin G/H synthase 1	polypeptide	M01AE11
small molecule	DB01608	Periciazine	solid	approved	DRD1	BE0000020	D(1A) dopamine receptor	polypeptide	N05AC01
small molecule	DB01608	Periciazine	solid	approved	ADRA2A	BE0000289	Alpha-2A adrenergic receptor	polypeptide	N05AC01
small molecule	DB01608	Periciazine	solid	approved	ADRA1B	BE0000575	Alpha-1B adrenergic receptor	polypeptide	N05AC01
small molecule	DB01608	Periciazine	solid	approved	AR	BE0000132	Androgen receptor	polypeptide	N05AC01
small molecule	DB01611	Hydroxychloroquine	solid	approved	TLR7	BE0000155	Toll-like receptor 7	polypeptide	P01BA02
small molecule	DB01611	Hydroxychloroquine	solid	approved	TLR9	BE0001171	Toll-like receptor 9	polypeptide	P01BA02
small molecule	DB01611	Hydroxychloroquine	solid	approved	ACE2	BE0000982	Angiotensin-converting enzyme 2	polypeptide	P01BA02
small molecule	DB01612	Amyl Nitrite	liquid	approved	NPR1	BE0000556	Atrial natriuretic peptide receptor 1	polypeptide	V03AB22
small molecule	DB01613	Erythrityl tetranitrate	solid	approved	NPR1	BE0000556	Atrial natriuretic peptide receptor 1	polypeptide	C01DA63;C01DA13
small molecule	DB01613	Erythrityl tetranitrate	solid	approved	NPR2	BE0000997	Atrial natriuretic peptide receptor 2	polypeptide	C01DA63;C01DA13
small molecule	DB01616	Alverine	solid	approved	HTR1A	BE0000291	5-hydroxytryptamine receptor 1A	polypeptide	A03AX08;A03AX58
small molecule	DB01618	Molindone	solid	approved	DRD2	BE0000756	D(2) dopamine receptor	polypeptide	N05AE02
small molecule	DB01618	Molindone	solid	approved	HTR1A	BE0000291	5-hydroxytryptamine receptor 1A	polypeptide	N05AE02
small molecule	DB01618	Molindone	solid	approved	HTR2A	BE0000451	5-hydroxytryptamine receptor 2A	polypeptide	N05AE02
small molecule	DB01618	Molindone	solid	approved	CHRM1	BE0000092	Muscarinic acetylcholine receptor M1	polypeptide	N05AE02
small molecule	DB01619	Phenindamine	solid	approved	HRH1	BE0000442	Histamine H1 receptor	polypeptide	R06AX04
small molecule	DB01620	Pheniramine	solid	approved	HRH1	BE0000442	Histamine H1 receptor	polypeptide	R06AB05;D04AA16
small molecule	DB01620	Pheniramine	solid	approved	NR1I3	BE0003848	Nuclear receptor subfamily 1 group I member 3	polypeptide	R06AB05;D04AA16
small molecule	DB01620	Pheniramine	solid	approved	HRH4	BE0000146	Histamine H4 receptor	polypeptide	R06AB05;D04AA16
small molecule	DB01621	Pipotiazine	solid	approved	DRD2	BE0000756	D(2) dopamine receptor	polypeptide	N05AC04
small molecule	DB01621	Pipotiazine	solid	approved	DRD1	BE0000020	D(1A) dopamine receptor	polypeptide	N05AC04
small molecule	DB01621	Pipotiazine	solid	approved	HTR2A	BE0000451	5-hydroxytryptamine receptor 2A	polypeptide	N05AC04
small molecule	DB01621	Pipotiazine	solid	approved	HTR1A	BE0000291	5-hydroxytryptamine receptor 1A	polypeptide	N05AC04
small molecule	DB01623	Thiothixene	solid	approved	DRD2	BE0000756	D(2) dopamine receptor	polypeptide	N05AF04
small molecule	DB01623	Thiothixene	solid	approved	DRD1	BE0000020	D(1A) dopamine receptor	polypeptide	N05AF04
small molecule	DB01623	Thiothixene	solid	approved	HTR2A	BE0000451	5-hydroxytryptamine receptor 2A	polypeptide	N05AF04
small molecule	DB01624	Zuclopenthixol	liquid	approved	DRD1	BE0000020	D(1A) dopamine receptor	polypeptide	N05AF05
small molecule	DB01624	Zuclopenthixol	liquid	approved	DRD5	BE0000145	D(1B) dopamine receptor	polypeptide	N05AF05
small molecule	DB01624	Zuclopenthixol	liquid	approved	DRD2	BE0000756	D(2) dopamine receptor	polypeptide	N05AF05
small molecule	DB01624	Zuclopenthixol	liquid	approved	ADRA1A	BE0000501	Alpha-1A adrenergic receptor	polypeptide	N05AF05
small molecule	DB01624	Zuclopenthixol	liquid	approved	ADRA2A	BE0000289	Alpha-2A adrenergic receptor	polypeptide	N05AF05
small molecule	DB01624	Zuclopenthixol	liquid	approved	HTR2A	BE0000451	5-hydroxytryptamine receptor 2A	polypeptide	N05AF05
small molecule	DB01624	Zuclopenthixol	liquid	approved	HRH1	BE0000442	Histamine H1 receptor	polypeptide	N05AF05
small molecule	DB01625	Isopropamide	solid	approved	CHRM3	BE0000045	Muscarinic acetylcholine receptor M3	polypeptide	A03CA01;A03AB09
small molecule	DB01625	Isopropamide	solid	approved	CHRM4	BE0000405	Muscarinic acetylcholine receptor M4	polypeptide	A03CA01;A03AB09
small molecule	DB01626	Pargyline	solid	approved	MAOB	BE0002196	Amine oxidase [flavin-containing] B	polypeptide	C02LL01;C02KC01
small molecule	DB01626	Pargyline	solid	approved	MAOA	BE0002198	Amine oxidase [flavin-containing] A	polypeptide	C02LL01;C02KC01
small molecule	DB01628	Etoricoxib	solid	approved	PTGS2	BE0000262	Prostaglandin G/H synthase 2	polypeptide	M01AH05
small molecule	DB01632	5-O-phosphono-alpha-D-ribofuranosyl diphosphate	solid	approved	APRT	BE0000115	Adenine phosphoribosyltransferase	polypeptide	NA
small molecule	DB01632	5-O-phosphono-alpha-D-ribofuranosyl diphosphate	solid	approved	HPRT1	BE0000077	Hypoxanthine-guanine phosphoribosyltransferase	polypeptide	NA
small molecule	DB01632	5-O-phosphono-alpha-D-ribofuranosyl diphosphate	solid	approved	UCKL1	BE0004582	Uridine-cytidine kinase-like 1	polypeptide	NA
small molecule	DB01656	Roflumilast	solid	approved	PDE4D	BE0001287	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	polypeptide	R03DX07
small molecule	DB01656	Roflumilast	solid	approved	PDE4A	BE0001133	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	polypeptide	R03DX07
small molecule	DB01656	Roflumilast	solid	approved	PDE4B	BE0000487	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	polypeptide	R03DX07
small molecule	DB01656	Roflumilast	solid	approved	PDE4C	BE0002353	cAMP-specific 3',5'-cyclic phosphodiesterase 4C	polypeptide	R03DX07
small molecule	DB01698	Rutin	solid	approved	AKR1C3	BE0000592	Aldo-keto reductase family 1 member C3	polypeptide	C05CA51;C05CA01
small molecule	DB01698	Rutin	solid	approved	CBR1	BE0003074	Carbonyl reductase [NADPH] 1	polypeptide	C05CA51;C05CA01
small molecule	DB01708	Prasterone	solid	approved	ESR1	BE0000123	Estrogen receptor	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01708	Prasterone	solid	approved	ESR2	BE0000792	Estrogen receptor beta	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01708	Prasterone	solid	approved	GABRA1	BE0004797	Gamma-aminobutyric acid receptor subunit alpha-1	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01708	Prasterone	solid	approved	GRIN1	BE0004956	Glutamate receptor ionotropic, NMDA 1	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01708	Prasterone	solid	approved	AR	BE0000132	Androgen receptor	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01708	Prasterone	solid	approved	PPARA	BE0000071	Peroxisome proliferator-activated receptor alpha	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01708	Prasterone	solid	approved	SIGMAR1	BE0000156	Sigma non-opioid intracellular receptor 1	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01708	Prasterone	solid	approved	NR1I2	BE0000956	Nuclear receptor subfamily 1 group I member 2	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01708	Prasterone	solid	approved	NR1I3	BE0003848	Nuclear receptor subfamily 1 group I member 3	polypeptide	G03EA03;G03XX01;A14AA07
small molecule	DB01744	Camphor	solid	approved	TRPV1	BE0001023	Transient receptor potential cation channel subfamily V member 1	polypeptide	C01EB02
small molecule	DB01744	Camphor	solid	approved	TRPV3	BE0003416	Transient receptor potential cation channel subfamily V member 3	polypeptide	C01EB02
small molecule	DB01744	Camphor	solid	approved	TRPA1	BE0001122	Transient receptor potential cation channel subfamily A member 1	polypeptide	C01EB02
small molecule	DB01744	Camphor	solid	approved	TRPM8	BE0001186	Transient receptor potential cation channel subfamily M member 8	polypeptide	C01EB02
small molecule	DB01956	Taurine	solid	approved	GLRA1	BE0000433	Glycine receptor subunit alpha-1	polypeptide	NA
small molecule	DB01956	Taurine	solid	approved	GRIN2B	BE0000417	Glutamate receptor ionotropic, NMDA 2B	polypeptide	NA
small molecule	DB01956	Taurine	solid	approved	GLRA2	BE0000745	Glycine receptor subunit alpha-2	polypeptide	NA
small molecule	DB01956	Taurine	solid	approved	GLRA3	BE0000414	Glycine receptor subunit alpha-3	polypeptide	NA
small molecule	DB01956	Taurine	solid	approved	GABRA1	BE0004797	Gamma-aminobutyric acid receptor subunit alpha-1	polypeptide	NA
small molecule	DB01956	Taurine	solid	approved	GABBR1	BE0000217	Gamma-aminobutyric acid type B receptor subunit 1	polypeptide	NA
small molecule	DB02266	Flufenamic acid	solid	approved	PTGS2	BE0000262	Prostaglandin G/H synthase 2	polypeptide	M01AG03
small molecule	DB02266	Flufenamic acid	solid	approved	PTGS1	BE0000017	Prostaglandin G/H synthase 1	polypeptide	M01AG03
small molecule	DB02266	Flufenamic acid	solid	approved	AKR1C3	BE0000592	Aldo-keto reductase family 1 member C3	polypeptide	M01AG03
small molecule	DB02266	Flufenamic acid	solid	approved	AR	BE0000132	Androgen receptor	polypeptide	M01AG03
small molecule	DB02266	Flufenamic acid	solid	approved	PPARA	BE0000071	Peroxisome proliferator-activated receptor alpha	polypeptide	M01AG03
small molecule	DB02266	Flufenamic acid	solid	approved	PPARG	BE0000215	Peroxisome proliferator-activated receptor gamma	polypeptide	M01AG03
small molecule	DB02300	Calcipotriol	solid	approved	VDR	BE0000779	Vitamin D3 receptor	polypeptide	D05AX52;D05AX02
small molecule	DB02530	gamma-Aminobutyric acid	solid	approved	GATM	BE0000347	Glycine amidinotransferase, mitochondrial	polypeptide	NA
small molecule	DB02530	gamma-Aminobutyric acid	solid	approved	GABBR1	BE0000217	Gamma-aminobutyric acid type B receptor subunit 1	polypeptide	NA
small molecule	DB02530	gamma-Aminobutyric acid	solid	approved	GABBR2	BE0002340	Gamma-aminobutyric acid type B receptor subunit 2	polypeptide	NA
small molecule	DB02546	Vorinostat	solid	approved	HDAC1	BE0002365	Histone deacetylase 1	polypeptide	L01XX38
small molecule	DB02546	Vorinostat	solid	approved	HDAC2	BE0002366	Histone deacetylase 2	polypeptide	L01XX38
small molecule	DB02546	Vorinostat	solid	approved	HDAC3	BE0002367	Histone deacetylase 3	polypeptide	L01XX38
small molecule	DB02546	Vorinostat	solid	approved	HDAC6	BE0002368	Histone deacetylase 6	polypeptide	L01XX38
small molecule	DB02546	Vorinostat	solid	approved	HDAC8	BE0001608	Histone deacetylase 8	polypeptide	L01XX38
small molecule	DB02638	Terlipressin	solid	approved	AVPR2	BE0000293	Vasopressin V2 receptor	polypeptide	H01BA04
small molecule	DB02638	Terlipressin	solid	approved	AVPR1B	BE0000773	Vasopressin V1b receptor	polypeptide	H01BA04
small molecule	DB02638	Terlipressin	solid	approved	AVPR1A	BE0000165	Vasopressin V1a receptor	polypeptide	H01BA04
small molecule	DB02659	Cholic Acid	solid	approved	FECH	BE0001033	Ferrochelatase, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	ADH1C	BE0000465	Alcohol dehydrogenase 1C	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	ESRRG	BE0002088	Estrogen-related receptor gamma	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	FABP6	BE0001967	Gastrotropin	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX4I1	BE0003986	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	MT-CO1	BE0000335	Cytochrome c oxidase subunit 1	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	MT-CO2	BE0003385	Cytochrome c oxidase subunit 2	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	MT-CO3	BE0003987	Cytochrome c oxidase subunit 3	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX5A	BE0003988	Cytochrome c oxidase subunit 5A, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX5B	BE0003989	Cytochrome c oxidase subunit 5B, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX6C	BE0003990	Cytochrome c oxidase subunit 6C	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX7B	BE0003991	Cytochrome c oxidase subunit 7B, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX7C	BE0003992	Cytochrome c oxidase subunit 7C, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX8A	BE0003993	Cytochrome c oxidase subunit 8A, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX6A2	BE0003994	Cytochrome c oxidase subunit 6A2, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX6B1	BE0003995	Cytochrome c oxidase subunit 6B1	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	COX7A1	BE0003996	Cytochrome c oxidase subunit 7A1, mitochondrial	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	PLA2G1B	BE0003997	Phospholipase A2	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	CES1	BE0002705	Liver carboxylesterase 1	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	DKFZp686P18130	BE0003999	Ferrochelatase	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	NR1H4	BE0001777	Bile acid receptor	polypeptide	A05AA03
small molecule	DB02659	Cholic Acid	solid	approved	GPBAR1	BE0005788	G-protein coupled bile acid receptor 1	polypeptide	A05AA03
small molecule	DB02701	Nicotinamide	solid	approved	LDHA	BE0000425	L-lactate dehydrogenase A chain	polypeptide	A11HA01
small molecule	DB02701	Nicotinamide	solid	approved	PARP1	BE0001717	Poly [ADP-ribose] polymerase 1	polypeptide	A11HA01
small molecule	DB02701	Nicotinamide	solid	approved	SIRT5	BE0003362	NAD-dependent protein deacylase sirtuin-5, mitochondrial	polypeptide	A11HA01
small molecule	DB02701	Nicotinamide	solid	approved	BST1	BE0001241	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	polypeptide	A11HA01
small molecule	DB02772	Sucrose	solid	approved	ATOX1	BE0002833	Copper transport protein ATOX1	polypeptide	NA
small molecule	DB02772	Sucrose	solid	approved	RTCB	BE0004442	tRNA-splicing ligase RtcB homolog	polypeptide	NA
small molecule	DB02772	Sucrose	solid	approved	ACTA1	BE0002101	Actin, alpha skeletal muscle	polypeptide	NA
small molecule	DB02772	Sucrose	solid	approved	LYZ	BE0003751	Lysozyme C	polypeptide	NA
small molecule	DB02772	Sucrose	solid	approved	TAS1R2	BE0000395	Taste receptor type 1 member 2	polypeptide	NA
small molecule	DB02789	Pregnenolone	solid	approved	SULT2B1	BE0001264	Sulfotransferase family cytosolic 2B member 1	polypeptide	NA
small molecule	DB02789	Pregnenolone	solid	approved	NR1I2	BE0000956	Nuclear receptor subfamily 1 group I member 2	polypeptide	NA
