disease	gene
immune system diseases	CTRB1
immune system diseases	HHEX
immune system diseases	ETS1
immune system diseases	CCL21
immune system diseases	PRKD2
immune system diseases	KCP
immune system diseases	UBASH3A
immune system diseases	SH2B3
immune system diseases	NFKBIZ
immune system diseases	GPR65
immune system diseases	RNF5
immune system diseases	CBLB
immune system diseases	AHI1
immune system diseases	HLA-DPB1
immune system diseases	ULK4
immune system diseases	HSPA1L
immune system diseases	HCG22
immune system diseases	RSBN1
immune system diseases	PFKL
immune system diseases	LMO7
immune system diseases	EOMES
immune system diseases	DENND3
immune system diseases	AIRE
immune system diseases	LIF
immune system diseases	RIMBP3C
immune system diseases	YDJC
immune system diseases	IL22RA2
immune system diseases	TAGAP
immune system diseases	OR12D3
immune system diseases	ADAMTS10
immune system diseases	CDSN
immune system diseases	ANKRD55
immune system diseases	WDFY4
immune system diseases	PAPOLG
immune system diseases	ITIH5
immune system diseases	ITPR3
immune system diseases	TP63
immune system diseases	ATG5
immune system diseases	BTN3A2
immune system diseases	BTN1A1
immune system diseases	HLA-DRA
immune system diseases	HLA-DRB1
immune system diseases	HLA-DQB2
immune system diseases	HLA-DRB5
immune system diseases	CEP43
immune system diseases	C6orf15
immune system diseases	CSNK2B
immune system diseases	TSLP
immune system diseases	PDE4D
immune system diseases	PPT2
immune system diseases	PADI4
immune system diseases	PLA2R1
immune system diseases	METTL1
immune system diseases	IKZF4
immune system diseases	MAPK1
immune system diseases	SLC15A2
immune system diseases	ATXN2
immune system diseases	CD5
immune system diseases	CD6
immune system diseases	ERBB3
immune system diseases	GAB3
immune system diseases	RNLS
immune system diseases	BATF
immune system diseases	ZBTB12
immune system diseases	DHX16
immune system diseases	IL6R
immune system diseases	SIRPG
immune system diseases	MPDU1
immune system diseases	SUOX
immune system diseases	INS-IGF2
immune system diseases	SLC25A46
immune system diseases	HORMAD2
immune system diseases	CRB1
immune system diseases	NCR3
immune system diseases	NEU1
immune system diseases	DDR1
immune system diseases	STAT3
immune system diseases	STAT4
immune system diseases	PYHIN1
immune system diseases	TNFSF13
immune system diseases	FOXF1
immune system diseases	RPLP1
immune system diseases	RASGRP3
immune system diseases	H1-5
immune system diseases	LBH
immune system diseases	ARID5B
immune system diseases	FAM107A
immune system diseases	FCRL3
immune system diseases	EHMT2
immune system diseases	TNIP1
immune system diseases	TNFSF4
immune system diseases	MICB
immune system diseases	TYK2
immune system diseases	PRDM1
immune system diseases	SLC15A4
immune system diseases	CD58
immune system diseases	ITGAX
immune system diseases	CD69
immune system diseases	ITGAM
immune system diseases	VARS2
immune system diseases	CTSH
immune system diseases	SMAD3
immune system diseases	SP110
immune system diseases	BACH2
immune system diseases	RANBP6
immune system diseases	EXTL2
immune system diseases	MERTK
immune system diseases	CMC1
immune system diseases	UBE2L3
immune system diseases	ACOXL
immune system diseases	STK19
immune system diseases	VWA7
immune system diseases	SLC44A4
immune system diseases	MCCD1
immune system diseases	C6orf47
immune system diseases	PRR14
immune system diseases	TH
immune system diseases	ZNF689
immune system diseases	ZFP36L2
immune system diseases	IGF2
immune system diseases	RNASET2
immune system diseases	ZFP36L1
immune system diseases	HLA-G
immune system diseases	TNFSF14
immune system diseases	MUC21
immune system diseases	CLEC2D
immune system diseases	DNAH11
immune system diseases	USP38
immune system diseases	IKZF1
immune system diseases	ZSCAN31
immune system diseases	OVOL1
immune system diseases	FARP2
immune system diseases	IL20RA
immune system diseases	CD247
immune system diseases	HAAO
immune system diseases	PXK
immune system diseases	PSORS1C1
immune system diseases	PBX2
immune system diseases	MLN
immune system diseases	EXOC6
immune system diseases	GSDMC
immune system diseases	PARD3B
immune system diseases	AGPAT1
immune system diseases	SMARCE1
immune system diseases	CENPW
immune system diseases	DKKL1
immune system diseases	HLA-DPA1
immune system diseases	IFIH1
immune system diseases	CYP27B1
immune system diseases	CYP24A1
immune system diseases	CFH
immune system diseases	PLEK
immune system diseases	YPEL5
immune system diseases	AARD
immune system diseases	TNPO3
immune system diseases	NELFE
immune system diseases	TCF19
immune system diseases	HSPA1B
immune system diseases	CD40
immune system diseases	TNFRSF1A
immune system diseases	HLA-DMB
immune system diseases	HLA-B
immune system diseases	HLA-C
immune system diseases	CHI3L1
immune system diseases	CHIT1
immune system diseases	MACIR
immune system diseases	ABT1
immune system diseases	MPV17L2
immune system diseases	EMSY
immune system diseases	RPS26
immune system diseases	ZSCAN26
immune system diseases	NAA25
immune system diseases	NOTCH4
immune system diseases	KIAA1109
immunologic deficiency syndromes	DNMT3B
immunologic deficiency syndromes	RAG1
immunologic deficiency syndromes	CIITA
immunologic deficiency syndromes	RFXANK
immunologic deficiency syndromes	GPC3
immunologic deficiency syndromes	SLC35C1
immunologic deficiency syndromes	TAP2
immunologic deficiency syndromes	TAP1
immunologic deficiency syndromes	SLC6A8
immunologic deficiency syndromes	XK
immunologic deficiency syndromes	NCF4
immunologic deficiency syndromes	CD40LG
immunologic deficiency syndromes	CD40
immunologic deficiency syndromes	WAS
immunologic deficiency syndromes	MID1
immunologic deficiency syndromes	CD79A
immunologic deficiency syndromes	NHEJ1
immunologic deficiency syndromes	BTK
immunologic deficiency syndromes	ATM
immunologic deficiency syndromes	CD247
immunologic deficiency syndromes	NCF1
immunologic deficiency syndromes	CD19
immunologic deficiency syndromes	BLNK
immunologic deficiency syndromes	AICDA
immunologic deficiency syndromes	DCLRE1C
immunologic deficiency syndromes	AK2
immunologic deficiency syndromes	TYK2
immunologic deficiency syndromes	TNFRSF13B
immunologic deficiency syndromes	ICOS
immunologic deficiency syndromes	LYST
immunologic deficiency syndromes	CD81
immunologic deficiency syndromes	FOXP3
immunologic deficiency syndromes	RFXAP
immunologic deficiency syndromes	CD79B
immunologic deficiency syndromes	RFX5
immunologic deficiency syndromes	RAG2
immunologic deficiency syndromes	ITGB2
immunologic deficiency syndromes	IL2RG
immunologic deficiency syndromes	IGLL1
immunologic deficiency syndromes	STAT3
immunologic deficiency syndromes	DOCK8
immunologic deficiency syndromes	NCF2
immunologic deficiency syndromes	UNG
immunologic deficiency syndromes	LRRC8A
immunologic deficiency syndromes	CYBB
immunologic deficiency syndromes	FERMT3
immunologic deficiency syndromes	LAMTOR2
immunologic deficiency syndromes	LIG4
immunologic deficiency syndromes	TNFRSF13C
immunologic deficiency syndromes	PARD3B
immunoproliferative disorders	FOXO4
immunoproliferative disorders	MLLT6
immunoproliferative disorders	MLLT3
immunoproliferative disorders	FNBP1
immunoproliferative disorders	OLIG2
immunoproliferative disorders	PAX5
immunoproliferative disorders	PICALM
immunoproliferative disorders	MACROD1
immunoproliferative disorders	ARL11
immunoproliferative disorders	BTG1
immunoproliferative disorders	IL2
immunoproliferative disorders	ARID5B
immunoproliferative disorders	NPM1
immunoproliferative disorders	LNP1
immunoproliferative disorders	BRAF
immunoproliferative disorders	MLLT10
immunoproliferative disorders	HLF
immunoproliferative disorders	FRYL
immunoproliferative disorders	MLLT11
immunoproliferative disorders	EPS15
immunoproliferative disorders	PDGFRB
immunoproliferative disorders	CCND1
immunoproliferative disorders	TCTA
immunoproliferative disorders	CMC4
immunoproliferative disorders	RHOH
immunoproliferative disorders	FOXO3
immunoproliferative disorders	TSC2
immunoproliferative disorders	NAV3
immunoproliferative disorders	LHX4
immunoproliferative disorders	FGFR3
immunoproliferative disorders	DDX6
immunoproliferative disorders	MFHAS1
immunoproliferative disorders	IRF4
immunoproliferative disorders	CEP290
immunoproliferative disorders	CASP10
immunoproliferative disorders	MLLT1
immunoproliferative disorders	CASP8
immunoproliferative disorders	FCRL4
immunoproliferative disorders	KMT2A
immunoproliferative disorders	PBX1
immunoproliferative disorders	KLHDC8B
immunoproliferative disorders	TFPT
immunoproliferative disorders	NKAIN2
immunoproliferative disorders	XIAP
immunoproliferative disorders	ARHGAP20
immunoproliferative disorders	TCF3
immunoproliferative disorders	TCL1A
immunoproliferative disorders	LYL1
immunoproliferative disorders	SH2D1A
immunoproliferative disorders	BCL2
immunoproliferative disorders	FOXP1
immunoproliferative disorders	BRCC3
immunoproliferative disorders	CHST11
immunoproliferative disorders	AFF4
immunoproliferative disorders	TAL1
immunoproliferative disorders	TAL2
immunoproliferative disorders	MYC
immunoproliferative disorders	AFF1
immunoproliferative disorders	FCGR2B
immunoproliferative disorders	TLX1
immunoproliferative disorders	NBN
immunoproliferative disorders	RUNX1
immunoproliferative disorders	BRWD3
immunoproliferative disorders	BCL7A
immunoproliferative disorders	BCL6
immunoproliferative disorders	ABI1
immunoproliferative disorders	STIL
immunoproliferative disorders	FSTL3
immunoproliferative disorders	BCL3
immunoproliferative disorders	ELL
immunoproliferative disorders	TNFRSF17
immunoproliferative disorders	ALK
immunoproliferative disorders	POU2AF1
immunoproliferative disorders	NUP98
immunoproliferative disorders	LMO1
immunoproliferative disorders	LMO2
immunoproliferative disorders	MTCP1
immunoproliferative disorders	ZNF521
immunoproliferative disorders	MVK
immunoproliferative disorders	MAF
immunoproliferative disorders	MIA2
immunoproliferative disorders	ITK
immunoproliferative disorders	NFKB2
immunoproliferative disorders	ETV6
immunoproliferative disorders	ATM
immunoproliferative disorders	FASLG
immunoproliferative disorders	FAS
immunoproliferative disorders	NSD2
immunoproliferative disorders	KDSR
immunoproliferative disorders	IKZF1
immunoproliferative disorders	ULK4
immunoproliferative disorders	GSDMC
immunoproliferative disorders	HCG22
immunoproliferative disorders	TP63
immunoproliferative disorders	CLMP
immunoproliferative disorders	FARP2
immunoproliferative disorders	PAPOLG
immunoproliferative disorders	SP140
immunoproliferative disorders	HLA-DRB5
immunoproliferative disorders	ARID5B
immunoproliferative disorders	C6orf15
immunoproliferative disorders	PRKD2
immunoproliferative disorders	IRF4
immunoproliferative disorders	GRAMD1B
immunoproliferative disorders	POU5F1B
immunoproliferative disorders	RPLP1
immunoproliferative disorders	IRF8
immunoproliferative disorders	HLA-DQB1
immunoproliferative disorders	HLA-DQA2
immunoproliferative disorders	ACOXL
immunoproliferative disorders	DNAH11
immunoproliferative disorders	HLA-DRB1
immunoproliferative disorders	SP110
infant, newborn, diseases	CIITA
infant, newborn, diseases	RAG1
infant, newborn, diseases	CFTR
infant, newborn, diseases	RFXANK
infant, newborn, diseases	ALOX12B
infant, newborn, diseases	FOXF1
infant, newborn, diseases	TAP2
infant, newborn, diseases	TAP1
infant, newborn, diseases	SLC6A8
infant, newborn, diseases	ALOXE3
infant, newborn, diseases	MYOC
infant, newborn, diseases	AK2
infant, newborn, diseases	CYP1B1
infant, newborn, diseases	NHEJ1
infant, newborn, diseases	TGM1
infant, newborn, diseases	LIPN
infant, newborn, diseases	SFTPB
infant, newborn, diseases	SCN2A
infant, newborn, diseases	RECQL4
infant, newborn, diseases	CD247
infant, newborn, diseases	FGFR3
infant, newborn, diseases	SFTPC
infant, newborn, diseases	KRT10
infant, newborn, diseases	GPC3
infant, newborn, diseases	DCLRE1C
infant, newborn, diseases	MID1
infant, newborn, diseases	CYP4F22
infant, newborn, diseases	FZD4
infant, newborn, diseases	UGT1A1
infant, newborn, diseases	FOXP3
infant, newborn, diseases	COL1A1
infant, newborn, diseases	RFXAP
infant, newborn, diseases	ABCA12
infant, newborn, diseases	RFX5
infant, newborn, diseases	RAG2
infant, newborn, diseases	ALDH3A2
infant, newborn, diseases	COL2A1
infant, newborn, diseases	SFTPA1
infant, newborn, diseases	NKX2-1
infant, newborn, diseases	IL2RG
infant, newborn, diseases	KCNQ3
infant, newborn, diseases	GPR143
infant, newborn, diseases	SPINK5
infant, newborn, diseases	KCNQ2
infant, newborn, diseases	SOST
infant, newborn, diseases	FRMD7
infant, newborn, diseases	LIPA
infant, newborn, diseases	ABCC2
infant, newborn, diseases	STS
infant, newborn, diseases	LAMTOR2
infant, newborn, diseases	KRT2
infant, newborn, diseases	KRT1
infant, newborn, diseases	LIG4
infant, newborn, diseases	APIP
inflammatory bowel diseases	IRGM
inflammatory bowel diseases	IL23R
inflammatory bowel diseases	IRF5
inflammatory bowel diseases	IL10RA
inflammatory bowel diseases	IL10RB
inflammatory bowel diseases	ATG16L1
inflammatory bowel diseases	ABCB1
inflammatory bowel diseases	NOD2
inflammatory bowel diseases	DNMT3A
inflammatory bowel diseases	JAK2
inflammatory bowel diseases	BSN
inflammatory bowel diseases	IRGM
inflammatory bowel diseases	TNFAIP3
inflammatory bowel diseases	KIF21B
inflammatory bowel diseases	LRRC32
inflammatory bowel diseases	RPL3
inflammatory bowel diseases	SCAMP3
inflammatory bowel diseases	IL1R1
inflammatory bowel diseases	PER3
inflammatory bowel diseases	IL7R
inflammatory bowel diseases	SP140
inflammatory bowel diseases	ATG16L1
inflammatory bowel diseases	HLA-DRB5
inflammatory bowel diseases	IL2RA
inflammatory bowel diseases	CEP43
inflammatory bowel diseases	TMEM174
inflammatory bowel diseases	PRDX5
inflammatory bowel diseases	IL18RAP
inflammatory bowel diseases	INAVA
inflammatory bowel diseases	DENND1B
inflammatory bowel diseases	BRD7
inflammatory bowel diseases	GPR35
inflammatory bowel diseases	ZFP36L1
inflammatory bowel diseases	FNDC1
inflammatory bowel diseases	OLIG3
inflammatory bowel diseases	ATXN2L
inflammatory bowel diseases	IPMK
inflammatory bowel diseases	IL23R
inflammatory bowel diseases	GPR12
inflammatory bowel diseases	PITX1
inflammatory bowel diseases	MST1
inflammatory bowel diseases	LRATD2
inflammatory bowel diseases	RNF186
inflammatory bowel diseases	IKZF1
inflammatory bowel diseases	TNFSF11
inflammatory bowel diseases	PDGFB
inflammatory bowel diseases	ICOSLG
inflammatory bowel diseases	SLC22A23
inflammatory bowel diseases	PUS10
inflammatory bowel diseases	FOXO1
inflammatory bowel diseases	LSP1
inflammatory bowel diseases	CXCR2
inflammatory bowel diseases	IRF5
inflammatory bowel diseases	SATB1
inflammatory bowel diseases	CXCR1
inflammatory bowel diseases	GATD3A
inflammatory bowel diseases	RTEL1
inflammatory bowel diseases	COG6
inflammatory bowel diseases	NKD1
inflammatory bowel diseases	CARD9
inflammatory bowel diseases	PRXL2B
inflammatory bowel diseases	GNA12
inflammatory bowel diseases	IL10
inflammatory bowel diseases	FUT2
inflammatory bowel diseases	NRIP1
inflammatory bowel diseases	PSMG2
inflammatory bowel diseases	CEP72
inflammatory bowel diseases	AQP12B
inflammatory bowel diseases	ITLN1
inflammatory bowel diseases	OTUD3
inflammatory bowel diseases	CUL2
inflammatory bowel diseases	GCKR
inflammatory bowel diseases	PTPN2
inflammatory bowel diseases	HORMAD2
inflammatory bowel diseases	TRIB1
inflammatory bowel diseases	SPATA48
inflammatory bowel diseases	IRF8
inflammatory bowel diseases	SMIM3
inflammatory bowel diseases	STAT3
inflammatory bowel diseases	TNFSF15
inflammatory bowel diseases	MAMSTR
inflammatory bowel diseases	VEGFA
inflammatory bowel diseases	HLA-DRB1
inflammatory bowel diseases	MACROH2A1
inflammatory bowel diseases	CCHCR1
inflammatory bowel diseases	CDH3
inflammatory bowel diseases	ERAP2
inflammatory bowel diseases	IL12B
inflammatory bowel diseases	GSDMC
inflammatory bowel diseases	IL12RB2
inflammatory bowel diseases	FOXD1
inflammatory bowel diseases	FOXF1
inflammatory bowel diseases	IL1R2
inflammatory bowel diseases	PLCL1
inflammatory bowel diseases	CCDC88B
inflammatory bowel diseases	GOT1
inflammatory bowel diseases	KCNH8
inflammatory bowel diseases	DLD
inflammatory bowel diseases	CFAP126
inflammatory bowel diseases	IFNG
inflammatory bowel diseases	CCNY
inflammatory bowel diseases	FASLG
inflammatory bowel diseases	ZGPAT
inflammatory bowel diseases	KCP
inflammatory bowel diseases	BRINP3
inflammatory bowel diseases	RGS18
inflammatory bowel diseases	NKX2-3
inflammatory bowel diseases	TYK2
inflammatory bowel diseases	PRDM1
inflammatory bowel diseases	TNFRSF6B
inflammatory bowel diseases	WNT4
inflammatory bowel diseases	NDFIP1
inflammatory bowel diseases	LRRK2
inflammatory bowel diseases	HNF4A
inflammatory bowel diseases	FCGR2A
inflammatory bowel diseases	CCL7
inflammatory bowel diseases	KPNA7
inflammatory bowel diseases	IL17REL
inflammatory bowel diseases	NXPE1
inflammatory bowel diseases	LACC1
inflammatory bowel diseases	ZMIZ1
inflammatory bowel diseases	TNFSF8
inflammatory bowel diseases	TMEM258
inflammatory bowel diseases	SMAD3
inflammatory bowel diseases	SLC7A10
inflammatory bowel diseases	EMSY
inflammatory bowel diseases	GSDMB
inflammatory bowel diseases	CEBPA
inflammatory bowel diseases	SLC9A3
inflammatory bowel diseases	SLC26A3
inflammatory bowel diseases	CCL2
inflammatory bowel diseases	TNFRSF14
inflammatory bowel diseases	PTPN22
inflammatory bowel diseases	BACH2
inflammatory bowel diseases	DAP
inflammatory bowel diseases	CPEB4
inflammatory bowel diseases	APEH
inflammatory bowel diseases	LIF
inflammatory bowel diseases	ZNF365
inflammatory bowel diseases	ADRA1B
inflammatory bowel diseases	ZNF300
inflammatory bowel diseases	RCL1
inflammatory bowel diseases	ZFP90
inflammatory bowel diseases	TAGAP
inflammatory bowel diseases	PTGER4
inflammatory bowel diseases	PARK7
inflammatory bowel diseases	SMURF1
inflammatory bowel diseases	UBE2L3
inflammatory bowel diseases	DAB2
inflammatory bowel diseases	CLN3
inflammatory bowel diseases	GPR65
inflammatory bowel diseases	TNFSF18
inflammatory bowel diseases	ZPBP2
inflammatory bowel diseases	NOD2
inflammatory bowel diseases	ZBTB40
inflammatory bowel diseases	CDKAL1
inflammatory bowel diseases	BOD1
inflammatory bowel diseases	THADA
insulin resistance	INS
insulin resistance	GALNTL6
insulin resistance	GADL1
insulin resistance	OLFM4
insulin resistance	CCDC121
insulin resistance	GPN1
insulin resistance	LPL
insulin resistance	TRPS1
insulin resistance	CD93
insulin resistance	CETP
insulin resistance	APOA5
insulin resistance	ACBD6
insulin resistance	RYR2
insulin resistance	TNKS
insulin resistance	ZP4
insulin resistance	BUD13
insulin resistance	IGF1
insulin resistance	ZPR1
insulin resistance	MTNR1B
insulin resistance	F9
insulin resistance	ANK2
insulin resistance	LIPC
insulin resistance	PPP1R3B
insulin resistance	ZNF512
insulin resistance	GCKR
insulin resistance	HERPUD1
insulin resistance	IKZF2
insulin resistance	TRIB1
insulin resistance	LRRTM4
insulin resistance	LRATD2
insulin resistance	NXT1
intellectual disability	LAMP2
intellectual disability	ABCD1
intellectual disability	ZMYM3
intellectual disability	KIRREL3
intellectual disability	SRPX2
intellectual disability	HPRT1
intellectual disability	ZNF41
intellectual disability	PRSS12
intellectual disability	OPHN1
intellectual disability	ATRX
intellectual disability	KIF1A
intellectual disability	AP1S2
intellectual disability	FGD1
intellectual disability	PAK3
intellectual disability	SGSH
intellectual disability	UBE2A
intellectual disability	SOX3
intellectual disability	SLC16A2
intellectual disability	SRGAP3
intellectual disability	ACOX1
intellectual disability	CREBBP
intellectual disability	ATP7A
intellectual disability	KNG1
intellectual disability	GRIN1
intellectual disability	GRIN2B
intellectual disability	MECP2
intellectual disability	DYRK1A
intellectual disability	IGBP1
intellectual disability	HSD17B10
intellectual disability	IGF1
intellectual disability	ZDHHC9
intellectual disability	GDI1
intellectual disability	CDH15
intellectual disability	TECR
intellectual disability	SHROOM4
intellectual disability	PHF6
intellectual disability	CUL4B
intellectual disability	BRWD3
intellectual disability	IQSEC2
intellectual disability	SYNGAP1
intellectual disability	CRBN
intellectual disability	PRKAG2
intellectual disability	NLGN4X
intellectual disability	MED12
intellectual disability	SYP
intellectual disability	SMC3
intellectual disability	FOXG1
intellectual disability	SLC6A8
intellectual disability	ZNF674
intellectual disability	RAB39B
intellectual disability	CLN8
intellectual disability	ZNF81
intellectual disability	AGTR2
intellectual disability	UPF3B
intellectual disability	ZNF711
intellectual disability	ATP6AP2
intellectual disability	PHF8
intellectual disability	ACSL4
intellectual disability	SMS
intellectual disability	CASK
intellectual disability	ST3GAL3
intellectual disability	HGSNAT
intellectual disability	GRIK2
intellectual disability	IL1RAPL1
intellectual disability	HYAL1
intellectual disability	GRIA3
intellectual disability	TUSC3
intellectual disability	RPS6KA3
intellectual disability	MED23
intellectual disability	MAGT1
intellectual disability	ZDHHC15
intellectual disability	DLG3
intellectual disability	ARHGEF6
intellectual disability	PRPS1
intellectual disability	CACNG2
intellectual disability	TRAPPC9
intellectual disability	SLC9A6
intellectual disability	FTSJ1
intellectual disability	PQBP1
intellectual disability	PIGV
intellectual disability	POU3F4
intellectual disability	EPB41L1
intellectual disability	EP300
intellectual disability	ARX
intellectual disability	DOCK8
intellectual disability	PDHA1
intellectual disability	PDHB
intellectual disability	HUWE1
intellectual disability	TSPAN7
intellectual disability	KDM5C
intellectual disability	SMC1A
intellectual disability	CC2D1A
intellectual disability	FMR1
intellectual disability	AFF2
intellectual disability	IDS
intellectual disability	MAN1B1
intellectual disability	IDUA
intellectual disability	NIPBL
intellectual disability	FBXO25
intellectual disability	MBD5
intestinal diseases	GNAS
intestinal diseases	CTLA4
intestinal diseases	RUNX1T1
intestinal diseases	IRGM
intestinal diseases	PMS2
intestinal diseases	SMAD3
intestinal diseases	SMAD4
intestinal diseases	PIK3CA
intestinal diseases	GALNT12
intestinal diseases	NF1
intestinal diseases	MAP2K3
intestinal diseases	MYO9B
intestinal diseases	EDN3
intestinal diseases	EDNRB
intestinal diseases	EPCAM
intestinal diseases	TYMP
intestinal diseases	IRF5
intestinal diseases	MT-CO1
intestinal diseases	ATG16L1
intestinal diseases	BMPR1A
intestinal diseases	APC
intestinal diseases	MUTYH
intestinal diseases	PHOX2B
intestinal diseases	SMAD7
intestinal diseases	AKT1
intestinal diseases	IL10RA
intestinal diseases	IL10RB
intestinal diseases	BRAF
intestinal diseases	SH2B3
intestinal diseases	WRN
intestinal diseases	PDGFRL
intestinal diseases	AXIN2
intestinal diseases	MSH2
intestinal diseases	CTNNB1
intestinal diseases	MSH6
intestinal diseases	TGFBR2
intestinal diseases	STK11
intestinal diseases	EPHA3
intestinal diseases	IL23R
intestinal diseases	FLNA
intestinal diseases	MLH3
intestinal diseases	MTHFD1
intestinal diseases	ABCB1
intestinal diseases	MLH1
intestinal diseases	RET
intestinal diseases	NOD2
intestinal diseases	GDNF
intestinal diseases	DNMT3A
intestinal diseases	JAK2
intestinal diseases	BSN
intestinal diseases	IRGM
intestinal diseases	TNFAIP3
intestinal diseases	KIF21B
intestinal diseases	RET
intestinal diseases	LRRC32
intestinal diseases	LPP
intestinal diseases	TRPS1
intestinal diseases	RPL3
intestinal diseases	SCAMP3
intestinal diseases	FUT2
intestinal diseases	IL1R1
intestinal diseases	SPATA48
intestinal diseases	IL7R
intestinal diseases	SP140
intestinal diseases	ATG16L1
intestinal diseases	HLA-DRB5
intestinal diseases	IL2RA
intestinal diseases	CEP43
intestinal diseases	SYF2
intestinal diseases	TMEM174
intestinal diseases	PRDX5
intestinal diseases	IL18RAP
intestinal diseases	INAVA
intestinal diseases	DENND1B
intestinal diseases	BRD7
intestinal diseases	GPR35
intestinal diseases	ICOS
intestinal diseases	ZFP36L1
intestinal diseases	CDH1
intestinal diseases	FNDC1
intestinal diseases	SCG5
intestinal diseases	RGS1
intestinal diseases	OLIG3
intestinal diseases	ATXN2L
intestinal diseases	CCDC88B
intestinal diseases	IL1RL1
intestinal diseases	IPMK
intestinal diseases	PRM1
intestinal diseases	IL23R
intestinal diseases	GPR12
intestinal diseases	PITX1
intestinal diseases	MST1
intestinal diseases	DIP2B
intestinal diseases	ATXN2
intestinal diseases	LRATD2
intestinal diseases	RHPN2
intestinal diseases	IKZF1
intestinal diseases	SMAD7
intestinal diseases	TNFSF11
intestinal diseases	PDGFB
intestinal diseases	ICOSLG
intestinal diseases	GNA12
intestinal diseases	PUS10
intestinal diseases	PSMG2
intestinal diseases	ITGA4
intestinal diseases	FOXO1
intestinal diseases	LSP1
intestinal diseases	CXCR2
intestinal diseases	ZNF300
intestinal diseases	PTPRK
intestinal diseases	SATB1
intestinal diseases	CXCR1
intestinal diseases	GATD3A
intestinal diseases	RTEL1
intestinal diseases	COG6
intestinal diseases	IL21
intestinal diseases	NKD1
intestinal diseases	IL18R1
intestinal diseases	RNF186
intestinal diseases	CARD9
intestinal diseases	PRXL2B
intestinal diseases	SLC22A3
intestinal diseases	SLC22A23
intestinal diseases	CCR1
intestinal diseases	IL10
intestinal diseases	CCR4
intestinal diseases	NRIP1
intestinal diseases	LACC1
intestinal diseases	CEP72
intestinal diseases	AQP12B
intestinal diseases	ITLN1
intestinal diseases	OTUD3
intestinal diseases	CUL2
intestinal diseases	GCKR
intestinal diseases	PTPN2
intestinal diseases	RGS21
intestinal diseases	TRIB1
intestinal diseases	PER3
intestinal diseases	IRF8
intestinal diseases	SMIM3
intestinal diseases	STAT3
intestinal diseases	IL2
intestinal diseases	TNFSF15
intestinal diseases	MAMSTR
intestinal diseases	VEGFA
intestinal diseases	HLA-DRB1
intestinal diseases	MACROH2A1
intestinal diseases	CCHCR1
intestinal diseases	CDH3
intestinal diseases	ERAP2
intestinal diseases	IL12B
intestinal diseases	IL12A
intestinal diseases	GSDMC
intestinal diseases	IL12RB2
intestinal diseases	FOXD1
intestinal diseases	FOXF1
intestinal diseases	IL1R2
intestinal diseases	PLCL1
intestinal diseases	RMI2
intestinal diseases	HORMAD2
intestinal diseases	DUSP10
intestinal diseases	GOT1
intestinal diseases	KCNH8
intestinal diseases	DLD
intestinal diseases	CFAP126
intestinal diseases	IFNG
intestinal diseases	CCNY
intestinal diseases	FASLG
intestinal diseases	BMP4
intestinal diseases	BMP2
intestinal diseases	ZGPAT
intestinal diseases	ETS1
intestinal diseases	KCP
intestinal diseases	BRINP3
intestinal diseases	RGS18
intestinal diseases	NKX2-3
intestinal diseases	TYK2
intestinal diseases	PRDM1
intestinal diseases	ATF1
intestinal diseases	WNT4
intestinal diseases	NDFIP1
intestinal diseases	NRG1
intestinal diseases	LRRK2
intestinal diseases	HNF4A
intestinal diseases	FCGR2A
intestinal diseases	CCL7
intestinal diseases	PLEK
intestinal diseases	KPNA7
intestinal diseases	IL17REL
intestinal diseases	RUNX3
intestinal diseases	NXPE1
intestinal diseases	MYNN
intestinal diseases	EIF3H
intestinal diseases	ZMIZ1
intestinal diseases	TNFSF8
intestinal diseases	XCR1
intestinal diseases	TMEM258
intestinal diseases	SMAD3
intestinal diseases	COLCA2
intestinal diseases	SLC7A10
intestinal diseases	UBE2E3
intestinal diseases	EMSY
intestinal diseases	GSDMB
intestinal diseases	CEBPA
intestinal diseases	SLC9A3
intestinal diseases	SLC26A3
intestinal diseases	CCL2
intestinal diseases	TNFRSF14
intestinal diseases	MMEL1
intestinal diseases	PTPN22
intestinal diseases	BACH2
intestinal diseases	DAP
intestinal diseases	CPEB4
intestinal diseases	APEH
intestinal diseases	GREM1
intestinal diseases	LIF
intestinal diseases	ZNF365
intestinal diseases	ADRA1B
intestinal diseases	TNFRSF6B
intestinal diseases	LAMA5
intestinal diseases	GLB1
intestinal diseases	RCL1
intestinal diseases	ZFP90
intestinal diseases	TAGAP
intestinal diseases	IRF5
intestinal diseases	PTGER4
intestinal diseases	SLC9A4
intestinal diseases	POU5F1B
intestinal diseases	PARK7
intestinal diseases	SMURF1
intestinal diseases	UBE2L3
intestinal diseases	DAB2
intestinal diseases	CDKAL1
intestinal diseases	CLN3
intestinal diseases	GPR65
intestinal diseases	TNFSF18
intestinal diseases	ZPBP2
intestinal diseases	NOD2
intestinal diseases	ARHGAP31
intestinal diseases	ZBTB40
intestinal diseases	KIAA1109
intestinal diseases	BOD1
intestinal diseases	THADA
intestinal neoplasms	GNAS
intestinal neoplasms	MLH3
intestinal neoplasms	PMS2
intestinal neoplasms	SMAD3
intestinal neoplasms	SMAD4
intestinal neoplasms	PIK3CA
intestinal neoplasms	GALNT12
intestinal neoplasms	NF1
intestinal neoplasms	MAP2K3
intestinal neoplasms	EPCAM
intestinal neoplasms	MT-CO1
intestinal neoplasms	BMPR1A
intestinal neoplasms	APC
intestinal neoplasms	MUTYH
