side_effect	protein	ADJ_pvalue
Somnolence	GABRA1	0.00302315626184879
Speech disorder	GABRA1	0.0315393816755459
Strangury	GABRA1	0.0775227959479246
Stupor	GABRA1	0.00142227967165142
Suicidal ideation	GABRA1	0.168304920588798
Tension	GABRA1	0.00414059707974979
Thinking abnormal	GABRA1	0.00534738106597496
Thirst	GABRA1	0.190348270152479
Tongue coated	GABRA1	0.0580036954033661
Tongue disorder	GABRA1	0.0560213510997686
Tongue oedema	GABRA1	0.0124258025620241
Tremor	GABRA1	0.0683937873405561
Urethritis	GABRA1	0.165428744226413
Urethritis noninfective	GABRA1	0.165428744226413
Urinary incontinence	GABRA1	0.0556238730643247
Withdrawal syndrome	GABRA1	0.00167974010258686
Acidosis	GLRA1	0.183890320572681
Blindness transient	GLRA1	0.0317912032846377
Carbon dioxide increased	GLRA1	0.0317912032846377
Electrocardiogram T wave inversion	GLRA1	0.0824247154484813
Fluid overload	GLRA1	0.128324707804536
Hepatic failure	GLRA1	0.118589217251869
Hepatic necrosis	GLRA1	0.00434233427915639
Hypercapnia	GLRA1	0.0317912032846377
Hyperkalaemia	GLRA1	0.0432199089526595
Laryngospasm	GLRA1	0.0993359590011923
Muscle rigidity	GLRA1	0.0764285975870784
Pulmonary function test decreased	GLRA1	0.0103295319528437
Respiratory depression	GLRA1	0.0103295319528437
Salivary hypersecretion	GLRA1	0.0950333562123097
Traumatic liver injury	GLRA1	0.168448369801675
Abortion spontaneous	GNRHR	0.0568091825347943
Acne	GNRHR	0.0356532862832787
Affect lability	GNRHR	0.143784250171396
Application site reaction	GNRHR	0.198668684530033
Breast enlargement	GNRHR	0.0647963601199116
Breast pain	GNRHR	0.00731383199476876
Breast tenderness	GNRHR	0.175242373059483
Condition aggravated	GNRHR	0.0108024218007911
Disturbance in sexual arousal	GNRHR	0.184930773412171
Dyspareunia	GNRHR	0.0457321328023117
Ectopic pregnancy	GNRHR	0.0349969280541059
Ejaculation failure	GNRHR	0.187035496390467
Gynaecomastia	GNRHR	0.0891046417698902
High density lipoprotein decreased	GNRHR	0.0680957572780956
Hirsutism	GNRHR	0.0204038997795348
Hot flush	GNRHR	0.0086009669332663
Hydronephrosis	GNRHR	0.0912218277198248
IIIrd nerve paralysis	GNRHR	0.00492745437353363
Injection site reaction	GNRHR	0.0155770505034598
Joint swelling	GNRHR	0.0766181789510149
Libido decreased	GNRHR	0.15087433420751
Local reaction	GNRHR	0.0316053889958127
Loss of libido	GNRHR	0.0144185052824414
Melanocytic naevus	GNRHR	0.0349969280541059
Menopausal symptoms	GNRHR	0.00968740124180176
Menopause	GNRHR	0.15111624811671
Mood swings	GNRHR	0.157540625106585
Multiple pregnancy	GNRHR	0.0349969280541059
Nasal discomfort	GNRHR	0.15111624811671
Nodule	GNRHR	0.0396558129032062
Ophthalmoplegia	GNRHR	0.00234442927668586
Osteopenia	GNRHR	0.0158638231616326
Ovarian cyst	GNRHR	0.198668684530033
Ovarian hyperstimulation syndrome	GNRHR	5.23789826508564e-05
Pelvic pain	GNRHR	0.00736610811423091
Pituitary haemorrhage	GNRHR	0.00234442927668586
Pituitary tumour benign	GNRHR	2.21174138353518e-05
Spinal cord compression	GNRHR	0.0013997907514651
Swelling	GNRHR	0.0511231920998377
Testicular atrophy	GNRHR	0.00862868926436782
Testicular pain	GNRHR	0.127012436588442
Transient ischaemic attack	GNRHR	0.156310215204654
Tumour flare	GNRHR	0.0349969280541059
Tumour pain	GNRHR	0.080141150699593
Vaginal haemorrhage	GNRHR	0.147799151677044
Vulvovaginal dryness	GNRHR	0.00255454873187374
Weight increased	GNRHR	0.172304960003887
Alcoholism	GRIN1	0.0253936337811326
Anger	GRIN1	0.198668684530033
Blood cholesterol increased	GRIN1	0.175851541226101
Blood pressure increased	GRIN1	0.17656865840895
Breast disorder	GRIN1	0.157822043748493
Bruxism	GRIN1	0.135684428135317
Delirium	GRIN1	0.184495629887554
Depressed mood	GRIN1	0.183890320572681
Depressive symptom	GRIN1	0.0898775123265409
Disturbance in sexual arousal	GRIN1	0.166763516590161
Dysphoria	GRIN1	0.183890320572681
Ejaculation disorder	GRIN1	0.00360704075416202
Ejaculation failure	GRIN1	0.112948813431362
Feeling jittery	GRIN1	0.160342603683722
Homicidal ideation	GRIN1	0.0387229077762043
Hostility	GRIN1	0.102975018044295
Hypomania	GRIN1	0.183890320572681
Libido decreased	GRIN1	0.138017415594986
Mania	GRIN1	0.0269674937225394
Mental status changes	GRIN1	0.0599484242378723
Micturition urgency	GRIN1	0.0797266122494217
Nephrolithiasis	GRIN1	0.151721523898434
Neuroleptic malignant syndrome	GRIN1	0.0923493171906478
Panic attack	GRIN1	0.151721523898434
Presyncope	GRIN1	0.128324707804536
Prostatitis	GRIN1	0.0030414049580711
Rheumatoid arthritis	GRIN1	0.143784250171396
Serotonin syndrome	GRIN1	0.183890320572681
Sexual dysfunction	GRIN1	0.0664665712640422
Sinus congestion	GRIN1	0.191421659674581
Sinus headache	GRIN1	0.105047027740966
Suicidal ideation	GRIN1	0.0204168823835826
Suicide attempt	GRIN1	0.0891046417698902
Testicular pain	GRIN1	0.00572056313292943
Thirst	GRIN1	0.125884775294564
Torticollis	GRIN1	0.198668684530033
Urinary hesitation	GRIN1	0.0227437562741215
Urine flow decreased	GRIN1	0.0253936337811326
Viral diarrhoea	GRIN1	0.0673285333067054
Acute leukaemia	GSTM1	0.0477331063983025
Alopecia	GSTM1	0.150981650081632
Anaphylactoid reaction	GSTM1	0.178335229299178
Anorectal discomfort	GSTM1	0.117744074000958
Atrophy	GSTM1	0.0918597996158032
Autonomic neuropathy	GSTM1	0.0138514513928129
Blindness cortical	GSTM1	0.0242960311253295
Blood creatinine increased	GSTM1	0.178335229299178
Extravasation	GSTM1	0.0285789931906617
Febrile neutropenia	GSTM1	0.0511231920998377
Fibrosis	GSTM1	0.0158314097812261
Haemolysis	GSTM1	0.0399104511938357
Haemolytic uraemic syndrome	GSTM1	0.00710436180366337
Hepatotoxicity	GSTM1	0.0399104511938357
Hypocalcaemia	GSTM1	0.0659140148010681
Hypokalaemia	GSTM1	0.0720073256886851
Hypomagnesaemia	GSTM1	0.109013649453426
Hyponatraemia	GSTM1	0.198507425591804
Hypotension	GSTM1	0.122286917159191
Interstitial lung disease	GSTM1	0.188152193696298
Metastatic neoplasm	GSTM1	0.136930847054281
Mucosal inflammation	GSTM1	0.135027877957382
Myasthenia gravis	GSTM1	0.0568091825347943
Necrosis	GSTM1	0.0193626978371538
Neoplasm malignant	GSTM1	0.0781754398408819
Neurological symptom	GSTM1	0.000809080985479757
Neurotoxicity	GSTM1	0.0356558191102455
Ototoxicity	GSTM1	0.00353183590162035
Pancytopenia	GSTM1	0.175851541226101
Peliosis hepatis	GSTM1	0.0480146476034627
Peripheral sensory neuropathy	GSTM1	0.166138609680619
Posterior reversible encephalopathy syndrome	GSTM1	0.0831029159164435
Pulmonary toxicity	GSTM1	0.0180464516837392
Rash erythematous	GSTM1	0.17391514475418
Skin exfoliation	GSTM1	0.103404140775185
Thrombocytopenia	GSTM1	0.0936066195098684
Thrombotic microangiopathy	GSTM1	0.0399104511938357
Venoocclusive disease	GSTM1	0.00453259679569272
Acute leukaemia	GSTP1	0.0996662627020781
Anaemia	GSTP1	0.0556619401759383
Anaphylactoid reaction	GSTP1	0.17088851643166
Areflexia	GSTP1	0.0912218277198248
Ascites	GSTP1	0.125134962940402
Autonomic neuropathy	GSTP1	0.184574191439617
Blindness cortical	GSTP1	0.00183093859006873
Blood uric acid increased	GSTP1	0.00169572484546361
Body temperature increased	GSTP1	0.0927365025842175
Cerebral haemorrhage	GSTP1	0.167179613577491
Cholinergic syndrome	GSTP1	0.0525639629563291
Cyanosis	GSTP1	0.0863221498869509
Deafness	GSTP1	0.166763516590161
Decreased appetite	GSTP1	0.0517872661212934
Discomfort	GSTP1	0.167974878865006
Electroencephalogram abnormal	GSTP1	0.130442187339702
Extravasation	GSTP1	0.0179939162861055
Eye disorder	GSTP1	0.189150901914151
Febrile neutropenia	GSTP1	0.00681713258673498
Fibrosis	GSTP1	0.0356558191102455
Gastrointestinal toxicity	GSTP1	0.144103362920142
Glucose tolerance impaired	GSTP1	0.144103362920142
Haematological malignancy	GSTP1	0.0525639629563291
Haemolysis	GSTP1	0.0653577330909339
Haemolytic uraemic syndrome	GSTP1	0.0169641753647346
Heart disease congenital	GSTP1	0.0653577330909339
Hepatic necrosis	GSTP1	0.125134962940402
Hepatotoxicity	GSTP1	0.0044416510280882
Hyperglycaemia	GSTP1	0.171556302651608
Hyperuricaemia	GSTP1	0.00100024484952437
Hyponatraemia	GSTP1	0.194079458609977
Infertility	GSTP1	0.158451827926009
Interstitial lung disease	GSTP1	0.122780847632898
Jaundice	GSTP1	0.100308852482344
Leukopenia	GSTP1	0.170921448680099
Metastatic neoplasm	GSTP1	0.0400452431774308
Mucosal inflammation	GSTP1	0.0167631246661189
Necrosis	GSTP1	0.0108024218007911
Neoplasm malignant	GSTP1	0.0621031520522626
Nephropathy toxic	GSTP1	0.159674517977161
Neurological symptom	GSTP1	0.0030358358578036
Neurotoxicity	GSTP1	0.0119481197145642
Neutropenia	GSTP1	0.052220252674392
Neutropenic sepsis	GSTP1	0.172552385338631
Optic neuritis	GSTP1	0.151809561455694
Ototoxicity	GSTP1	0.00862868926436782
Pain	GSTP1	0.18736482845842
Parotid gland enlargement	GSTP1	0.184574191439617
Posterior reversible encephalopathy syndrome	GSTP1	0.130442187339702
Pulmonary fibrosis	GSTP1	0.0379199490049975
Pulmonary toxicity	GSTP1	0.0400452431774308
Salivary gland enlargement	GSTP1	0.198182200439982
Thrombocytopenia	GSTP1	0.115152878229199
Thrombotic microangiopathy	GSTP1	0.0653577330909339
Toxicity to various agents	GSTP1	0.172552385338631
Urine output	GSTP1	0.117920444658441
Venoocclusive disease	GSTP1	0.104678680207246
Wheezing	GSTP1	0.140427656272578
Abnormal dreams	HRH1	0.138520808373385
Accommodation disorder	HRH1	1.64921421858982e-07
Acne	HRH1	0.120465555025308
Acute psychosis	HRH1	0.109714540557226
Affect lability	HRH1	0.188709631013222
Aggression	HRH1	0.0506621451436341
Agitation	HRH1	3.32274953697149e-06
Agranulocytosis	HRH1	3.40302360601058e-05
Akathisia	HRH1	2.81661859449775e-09
Akinesia	HRH1	9.08438392024762e-05
Alopecia	HRH1	0.18394877570579
Amblyopia	HRH1	0.0841979671890344
Amenorrhoea	HRH1	0.000231922276963275
Amnesia	HRH1	0.0464166806186262
Angle closure glaucoma	HRH1	0.000379897725347079
Anorgasmia	HRH1	0.000379897725347079
Apathy	HRH1	0.0428428859791218
Aphasia	HRH1	0.0210101379230885
Arthropathy	HRH1	0.0290632175016368
Arthropod bite	HRH1	0.0841979671890344
Asphyxia	HRH1	0.0404642717653017
Asthenia	HRH1	0.147001156964953
Asthenopia	HRH1	0.167179613577491
Ataxia	HRH1	0.000684932456648553
Atrioventricular block	HRH1	0.00125623860789539
Autonomic nervous system imbalance	HRH1	0.0576468662308245
Balance disorder	HRH1	0.0523356445219135
Bipolar disorder	HRH1	0.0203911691203673
Bipolar I disorder	HRH1	0.00397314743679198
Bladder pain	HRH1	0.0653419297516063
Blepharitis	HRH1	0.0373810213323709
Blepharospasm	HRH1	0.0246221324530452
Blood cholesterol increased	HRH1	0.00424634067573801
Blood glucose increased	HRH1	0.120552150702327
Blood insulin increased	HRH1	0.0394864762925447
Blood prolactin increased	HRH1	0.00132800623412014
Blood triglycerides increased	HRH1	0.115735332490605
Blunted affect	HRH1	0.000113335532616529
Body temperature decreased	HRH1	0.00447655639339088
Bradykinesia	HRH1	0.00433338244557365
Breast discharge	HRH1	0.0138437406613573
Breast discomfort	HRH1	0.0841979671890344
Breast disorder	HRH1	0.0462978023024205
Breast engorgement	HRH1	0.0246221324530452
Breast enlargement	HRH1	2.20870136952774e-05
Breast feeding	HRH1	0.00612803115217032
Breast pain	HRH1	0.0122990761325024
Breast tenderness	HRH1	0.154772054074417
Bruxism	HRH1	0.0914004127444701
Buccoglossal syndrome	HRH1	0.00333849843732545
Bundle branch block	HRH1	0.000781367885919257
Bursitis	HRH1	0.0330567117574812
Cardiac arrest	HRH1	0.102284970684583
Cardiac disorder	HRH1	0.193881888307008
Catatonia	HRH1	9.45634851017238e-05
Cerebral ischaemia	HRH1	0.158282987428772
Cerebrovascular accident	HRH1	0.00118565593585475
Cerebrovascular disorder	HRH1	0.144578972945608
Chest discomfort	HRH1	0.136048872507124
Choking	HRH1	0.136856063409802
Cholestasis	HRH1	0.195817242087107
Choreoathetosis	HRH1	2.38256686039226e-05
Clonic convulsion	HRH1	0.0841979671890344
Cogwheel rigidity	HRH1	7.55389840305581e-06
Completed suicide	HRH1	0.000107363914887812
Conduction disorder	HRH1	0.00119628105055473
Confusional state	HRH1	0.00524174359402757
Constipation	HRH1	0.00398556002820776
Conversion disorder	HRH1	0.031471054394518
Convulsion	HRH1	0.000825138163341235
Coordination abnormal	HRH1	8.21943622329718e-06
Costochondritis	HRH1	0.109714540557226
Crying	HRH1	0.0824247154484813
Cystitis	HRH1	0.0862392903325557
Cystitis noninfective	HRH1	0.0862392903325557
Deep vein thrombosis	HRH1	0.105047027740966
Delirium	HRH1	0.0028974541113291
Delusion	HRH1	3.94706219366224e-06
Dental caries	HRH1	0.000564068199134688
Dependence	HRH1	0.0389950580623082
Depersonalisation	HRH1	0.00863680317668712
Depressed level of consciousness	HRH1	0.13141092539896
Depressive symptom	HRH1	0.00612803115217032
Derealisation	HRH1	0.0669415868080435
Dermal cyst	HRH1	0.109714540557226
Dermatitis bullous	HRH1	0.087959578835372
Dermatitis contact	HRH1	0.14499969053297
Diabetes mellitus	HRH1	0.014392565340265
Diabetic coma	HRH1	0.000440241696783131
Diabetic hyperglycaemic coma	HRH1	0.000440241696783131
Diabetic ketoacidosis	HRH1	0.00227458230778052
Disorientation	HRH1	0.00413650166213956
Disturbance in attention	HRH1	0.000825138163341235
Disturbance in sexual arousal	HRH1	0.000122109652213915
Dizziness	HRH1	0.125399569578378
Dizziness postural	HRH1	0.00337735472177448
Drooling	HRH1	0.00132800623412014
Drug abuse	HRH1	0.0680957572780956
Drug dependence	HRH1	0.0272209208840351
Drug eruption	HRH1	0.172467313034273
Drug tolerance	HRH1	0.000344777362310402
Drug withdrawal syndrome	HRH1	0.000107815305429232
Drug withdrawal syndrome neonatal	HRH1	5.39311101469543e-08
Dry eye	HRH1	0.0324469981688991
Dry mouth	HRH1	1.35059677191681e-05
Dysarthria	HRH1	0.000882914318072093
Dysgeusia	HRH1	0.00914743020966245
Dyskinesia	HRH1	1.74410660668619e-08
Dyslipidaemia	HRH1	0.0603882207728768
Dysmenorrhoea	HRH1	0.000333556518031708
Dyspepsia	HRH1	0.0200819388233244
Dysphagia	HRH1	0.0438921520425761
Dysphemia	HRH1	0.00333849843732545
Dysphonia	HRH1	0.195817242087107
Ear disorder	HRH1	0.125884775294564
Ear pain	HRH1	0.0429421782976595
Eczema	HRH1	0.0748900523633012
Ejaculation delayed	HRH1	0.0246221324530452
Ejaculation disorder	HRH1	1.29686281059264e-05
Ejaculation failure	HRH1	0.175242373059483
Electric shock	HRH1	0.0295516097890777
Electrocardiogram abnormal	HRH1	0.107651631553961
Electrocardiogram change	HRH1	0.196186668274926
Electrocardiogram QRS complex	HRH1	0.196164113763055
Electrocardiogram QT prolonged	HRH1	2.7437790407002e-06
Electrocardiogram T wave inversion	HRH1	0.0988199873981757
Electroencephalogram abnormal	HRH1	0.0669415868080435
Embolism venous	HRH1	0.00737097904125225
Endocrine disorder	HRH1	0.0110897209547271
Enuresis	HRH1	0.00358702074219796
Eosinophil count increased	HRH1	0.0203911691203673
Eosinophilia	HRH1	0.00534411937396302
Erectile dysfunction	HRH1	1.33904667507172e-05
Eructation	HRH1	0.124987359377502
Euphoric mood	HRH1	0.0300050966387817
Exostosis	HRH1	0.136856063409802
Extrapyramidal disorder	HRH1	1.01208445322808e-16
Eye disorder	HRH1	0.0646669499414867
Eye haemorrhage	HRH1	0.0523356445219135
Eye infection	HRH1	0.031471054394518
Eye movement disorder	HRH1	0.0841979671890344
Eye pain	HRH1	0.0703767013169682
Eye pruritus	HRH1	0.147207368343076
Face oedema	HRH1	0.141942182062128
Facial paresis	HRH1	0.0394864762925447
Faecalith	HRH1	0.018931479819415
Faecaloma	HRH1	0.018931479819415
Fatigue	HRH1	0.00610668969167851
Feeling abnormal	HRH1	0.0411747614517002
Feeling jittery	HRH1	0.131699150053987
Female sexual dysfunction	HRH1	0.0203911691203673
Flat affect	HRH1	0.0181622641306372
Functional gastrointestinal disorder	HRH1	0.154772054074417
Fungal skin infection	HRH1	0.0885993112887061
Furuncle	HRH1	0.125884775294564
Gait disturbance	HRH1	0.00438398189583963
Galactorrhoea	HRH1	2.26358965016995e-11
Gamma-glutamyltransferase increased	HRH1	0.0600292797184501
Generalised oedema	HRH1	0.147001156964953
Gingival bleeding	HRH1	0.091669106802075
Gingivitis	HRH1	0.128324707804536
Glaucoma	HRH1	0.00127534869615347
Glucose tolerance impaired	HRH1	0.018931479819415
Glycosuria	HRH1	0.0299328377843103
Goitre	HRH1	0.0455570832347736
Grand mal convulsion	HRH1	0.00109417106227136
Gynaecomastia	HRH1	1.29539048701364e-06
Haematemesis	HRH1	0.192961267885319
Haemolytic anaemia	HRH1	0.0668452212197225
Haemorrhagic disorder	HRH1	0.0824247154484813
Haemorrhoids	HRH1	0.174523506653183
Hallucination	HRH1	0.00335342432520595
Hallucination, visual	HRH1	0.0576468662308245
Head discomfort	HRH1	0.0394864762925447
Heart rate irregular	HRH1	0.154772054074417
Heat stroke	HRH1	0.0096707544211327
Hepatic enzyme increased	HRH1	0.0774707253208623
Hepatic steatosis	HRH1	0.175242373059483
Hepatitis	HRH1	0.00126979994355473
Hepatobiliary disease	HRH1	0.143784250171396
Hostility	HRH1	0.0210101379230885
Hyperglycaemia	HRH1	0.180924908778521
Hyperkeratosis	HRH1	0.0798966391772712
Hyperkinesia	HRH1	8.21943622329718e-06
Hyperlipidaemia	HRH1	0.105047027740966
Hyperphagia	HRH1	0.00227458230778052
Hyperprolactinaemia	HRH1	1.76701703650162e-05
Hyperreflexia	HRH1	0.00161330395931453
Hypersomnia	HRH1	0.00620804007280446
Hypertension	HRH1	0.0447076890012234
Hyperthyroidism	HRH1	0.144578972945608
Hypertonia	HRH1	0.0145948524089918
Hypertrichosis	HRH1	0.104589191018789
Hypertriglyceridaemia	HRH1	0.0726667716012973
Hyperventilation	HRH1	0.0113983568182384
Hypoaesthesia	HRH1	0.00744794055320554
Hypochromic anaemia	HRH1	0.0217579165660466
Hypoglycaemia	HRH1	0.126753408417921
Hypohidrosis	HRH1	0.0404642717653017
Hypokinesia	HRH1	0.000138722538194043
Hypomania	HRH1	1.29029766447381e-09
Hyponatraemia	HRH1	0.102284970684583
Hypotension	HRH1	0.0173577324281175
Hypothermia	HRH1	0.00447655639339088
Hypothyroidism	HRH1	0.0785002864911309
Hypotonia	HRH1	0.0778957736923484
Idiopathic thrombocytopenic purpura	HRH1	0.0295516097890777
Ileus paralytic	HRH1	3.26789814688842e-06
Inappropriate antidiuretic hormone secretion	HRH1	6.09283857743932e-05
Increased appetite	HRH1	2.35502959169357e-07
Increased bronchial secretion	HRH1	0.0680957572780956
Infection parasitic	HRH1	0.167179613577491
Initial insomnia	HRH1	0.0669415868080435
Injection site induration	HRH1	0.0841979671890344
Insomnia	HRH1	0.00334727747636385
Intestinal obstruction	HRH1	0.133328575493807
Intraocular pressure increased	HRH1	0.175242373059483
Irritability	HRH1	0.131845311700532
Irritable bowel syndrome	HRH1	0.13459382544807
Jaundice	HRH1	6.82517627767063e-06
Joint dislocation	HRH1	0.0841979671890344
Joint stiffness	HRH1	0.0327094123434254
Keratitis	HRH1	0.046921339592378
Ketosis	HRH1	0.136856063409802
Laryngeal pain	HRH1	0.195817242087107
Lethargy	HRH1	0.0867700487092275
Leukocytosis	HRH1	0.022277301514797
Leukopenia	HRH1	0.147051760737779
Libido decreased	HRH1	3.43123465582313e-05
Libido increased	HRH1	0.00113607664036888
Lip dry	HRH1	0.109714540557226
Loss of consciousness	HRH1	0.0311496034035534
Lower respiratory tract infection	HRH1	0.154772054074417
Lymphadenitis	HRH1	1.34951109059035e-05
Lymphadenopathy	HRH1	0.170266176805594
Lymphocytosis	HRH1	0.0457321328023117
Major depression	HRH1	0.104589191018789
Mania	HRH1	0.000608173275773905
Masked facies	HRH1	2.09414999477486e-06
Mastitis	HRH1	0.104589191018789
Memory impairment	HRH1	0.0908222427414203
Menorrhagia	HRH1	0.000454162373521584
Menstrual disorder	HRH1	0.00395919157820931
Menstruation delayed	HRH1	0.0841979671890344
Menstruation irregular	HRH1	0.00373719984717441
Mental disability	HRH1	0.138205404416548
Mental disorder	HRH1	0.193881888307008
Mental status changes	HRH1	0.196164113763055
Metrorrhagia	HRH1	0.0289589340236138
Micturition disorder	HRH1	0.060980901432376
Micturition urgency	HRH1	0.0267300960909985
Middle insomnia	HRH1	0.0404642717653017
Migraine	HRH1	0.188709631013222
Miosis	HRH1	0.196111909399994
Mouth ulceration	HRH1	0.132625277234734
Movement disorder	HRH1	3.31448592006535e-08
Muscle contractions involuntary	HRH1	0.0221633205484627
Muscle contracture	HRH1	0.0404642717653017
Muscle relaxant therapy	HRH1	0.0704887025706292
Muscle rigidity	HRH1	1.3843309093587e-05
Muscle tightness	HRH1	0.00838578661328055
Muscle twitching	HRH1	0.000891786032723776
Musculoskeletal stiffness	HRH1	0.0438509467444944
Mydriasis	HRH1	7.37530959275478e-05
Myelitis	HRH1	0.109714540557226
Myocarditis	HRH1	0.0477477502627569
Myoclonus	HRH1	2.76927392457136e-06
Nasal congestion	HRH1	0.000159854631249466
Nasal polyps	HRH1	0.0404642717653017
Nasopharyngitis	HRH1	0.0359332045173708
Neck pain	HRH1	0.186435868960623
Nervous system disorder	HRH1	0.152778881284406
Nervousness	HRH1	0.00305071890672299
Neuroleptic malignant syndrome	HRH1	1.72487721896104e-09
Neurosis	HRH1	0.144578972945608
Nightmare	HRH1	3.37975417443624e-08
Normochromic normocytic anaemia	HRH1	0.0394864762925447
Nuchal rigidity	HRH1	0.0972178728209761
Nystagmus	HRH1	0.14499969053297
Obesity	HRH1	0.000878972845355368
Obsessive-compulsive disorder	HRH1	0.136856063409802
Ocular hyperaemia	HRH1	0.0527735189724813
Oculogyric crisis	HRH1	6.43454834040809e-07
Oedema	HRH1	0.0693490522388686
Onychomycosis	HRH1	0.018931479819415
Opisthotonus	HRH1	0.00190325845749308
Oral pain	HRH1	0.116225913461436
Orchitis noninfective	HRH1	0.0841979671890344
Orgasm abnormal	HRH1	0.0203911691203673
Oropharyngeal discomfort	HRH1	0.0704887025706292
Oropharyngeal pain	HRH1	0.195817242087107
Orthostatic hypotension	HRH1	4.3565312798904e-05
Osteoarthritis	HRH1	0.0438509467444944
Otitis media	HRH1	0.0932431717676846
Ovarian cyst	HRH1	0.196186668274926
Pallor	HRH1	0.113295469277919
Palpitations	HRH1	0.00356930844739151
Panic attack	HRH1	0.0389950580623082
Panic reaction	HRH1	0.175242373059483
Paraesthesia	HRH1	0.0918517414604848
Paraesthesia oral	HRH1	0.172467313034273
Paralysis	HRH1	0.0428428859791218
Paranoia	HRH1	0.0045200235469967
Parkinson's disease	HRH1	0.0064402074110102
Parkinsonian rest tremor	HRH1	0.000440241696783131
Parkinsonism	HRH1	1.71987326796353e-08
Parotid gland enlargement	HRH1	0.00132800623412014
Periorbital oedema	HRH1	0.196111909399994
Petechiae	HRH1	0.0932431717676846
Petit mal epilepsy	HRH1	0.0129943005989154
Photosensitivity reaction	HRH1	0.000292898058396242
Pneumonia aspiration	HRH1	0.0576468662308245
Pollakiuria	HRH1	4.07496644592945e-05
Polydipsia	HRH1	0.00358702074219796
Polyuria	HRH1	0.021814549815261
Pregnancy	HRH1	4.64783448037817e-05
Pregnancy test false positive	HRH1	0.109714540557226
Premenstrual syndrome	HRH1	0.0669415868080435
Priapism	HRH1	4.84899640440659e-07
Procedural pain	HRH1	0.175242373059483
Protrusion tongue	HRH1	0.018931479819415
Psoriasis	HRH1	0.182338025627169
Psychotic disorder	HRH1	0.000138722538194043
Pulmonary embolism	HRH1	0.0879049437498812
Purpura	HRH1	0.0486610011613069
Rash maculo-papular	HRH1	0.0765365145246154
Rectal haemorrhage	HRH1	0.058390569126002
Respiratory tract infection	HRH1	0.125884775294564
Restless legs syndrome	HRH1	4.40167352229684e-06
Retrograde ejaculation	HRH1	0.0394864762925447
Rhabdomyolysis	HRH1	0.0458897097569637
Rheumatoid arthritis	HRH1	0.104589191018789
Rhinitis seasonal	HRH1	0.0138437406613573
Rhinorrhoea	HRH1	0.115888313718873
Salivary hypersecretion	HRH1	1.15210776017018e-05
Salpingitis	HRH1	0.0841979671890344
Schizophrenia	HRH1	0.0394864762925447
Seasonal allergy	HRH1	0.167179613577491
Seborrhoeic dermatitis	HRH1	0.00257634922895821
Self-injurious ideation	HRH1	0.00724351287783831
Sensation of heaviness	HRH1	0.167179613577491
Sensory loss	HRH1	0.0354764050383203
Serotonin syndrome	HRH1	0.0217579165660466
Sexual dysfunction	HRH1	0.00447655639339088
Shock	HRH1	0.163683413185613
Sinus congestion	HRH1	0.0792326075188421
Sinus headache	HRH1	0.0477477502627569
Sinus tachycardia	HRH1	0.00144476229052224
Skin irritation	HRH1	0.154772054074417
Sleep apnoea syndrome	HRH1	0.0064402074110102
Sleep disorder	HRH1	0.0322134282456465
Sleep talking	HRH1	0.0603882207728768
Sluggishness	HRH1	0.000679364912194528
Somnolence	HRH1	4.518950989586e-06
Speech disorder	HRH1	0.0197422307511193
Sputum increased	HRH1	0.0477477502627569
Stillbirth	HRH1	0.0203911691203673
Stomatitis	HRH1	0.0938871112991925
Stupor	HRH1	0.0221807905399817
Sudden death	HRH1	4.710758712334e-06
Suicidal ideation	HRH1	0.000211613722467241
Suicide attempt	HRH1	0.0129321457276912
Sunburn	HRH1	0.167179613577491
Surgery	HRH1	0.0798966391772712
Swollen tongue	HRH1	0.0143462044291572
Syncope	HRH1	0.021898671703272
Tachycardia	HRH1	5.51575000743658e-07
Tardive dyskinesia	HRH1	1.71345701023936e-10
Tendon disorder	HRH1	0.0669415868080435
Tendonitis	HRH1	0.179510622873045
Tenosynovitis	HRH1	0.0885993112887061
Tension	HRH1	0.00660707719843518
Tension headache	HRH1	0.167179613577491
Testicular pain	HRH1	0.0824247154484813
Testicular swelling	HRH1	0.000193120620113265
Tetany	HRH1	0.0914004127444701
Thirst	HRH1	0.0464166806186262
Throat tightness	HRH1	8.08879785425093e-08
Thrombocytopenia	HRH1	0.0352725986776173
Thyroiditis	HRH1	0.0669415868080435
Tinnitus	HRH1	0.00214643411289448
Tongue discolouration	HRH1	1.71987326796353e-08
Tongue disorder	HRH1	0.00302315626184879
Tongue oedema	HRH1	0.00373719984717441
Tongue paralysis	HRH1	0.0603882207728768
Tonsillitis	HRH1	0.0988199873981757
Tooth abscess	HRH1	0.179510622873045
Tooth infection	HRH1	0.0841979671890344
Toothache	HRH1	0.0139310370512315
Torsade de pointes	HRH1	2.19615011617883e-07
Torticollis	HRH1	0.000329839669153493
Tracheobronchitis	HRH1	0.109714540557226
Tremor	HRH1	0.000133049652005811
Trismus	HRH1	0.00179523232057494
Unintended pregnancy	HRH1	0.0138437406613573
Unresponsive to stimuli	HRH1	0.0603882207728768
Urinary hesitation	HRH1	0.131699150053987
Urinary incontinence	HRH1	0.0201519446479734
Urinary retention	HRH1	1.0811268743968e-10
Urine output increased	HRH1	0.0502309743945687
Uterine leiomyoma	HRH1	0.116225913461436
Uterine spasm	HRH1	0.0394864762925447
Vaginal discharge	HRH1	0.00777198128249453
Vaginal infection	HRH1	0.154561980631852
